date,player_key,player_id,player,source_type,transaction_type,source_team_key,source_team_name,destination_team_key,destination_team_name
2023-12-22 01:38:29,423.p.32702,32702,Clyde Edwards-Helaire,team,drop,423.l.129200.t.7,Romo-Erotica,,
2023-12-22 01:33:22,423.p.100001,100001,Atlanta,freeagents,add,,,423.l.129200.t.3,Fuck Yas all
2023-12-22 01:33:22,423.p.30248,30248,Joshua Dobbs,team,drop,423.l.129200.t.3,Fuck Yas all,,
2023-12-21 21:56:52,423.p.100026,100026,Seattle,freeagents,add,,,423.l.129200.t.8,Spark that Spliff
2023-12-21 21:56:52,423.p.100014,100014,Los Angeles,team,drop,423.l.129200.t.8,Spark that Spliff,,
2023-12-21 19:00:44,423.p.31257,31257,Tanner Hudson,freeagents,add,,,423.l.129200.t.12,Yordong
2023-12-21 19:00:44,423.p.27548,27548,Brandin Cooks,team,drop,423.l.129200.t.12,Yordong,,
2023-12-21 16:41:22,423.p.40504,40504,Tyson Bagent,freeagents,add,,,423.l.129200.t.2,Big Ditkas
2023-12-21 16:40:19,423.p.32671,32671,Joe Burrow,freeagents,add,,,423.l.129200.t.2,Big Ditkas
2023-12-21 16:40:19,423.p.100033,100033,Baltimore,team,drop,423.l.129200.t.2,Big Ditkas,,
2023-12-20 12:59:29,423.p.34447,34447,Jaylen Warren,freeagents,add,,,423.l.129200.t.2,Big Ditkas
2023-12-20 12:59:29,423.p.28390,28390,Marcus Mariota,team,drop,423.l.129200.t.2,Big Ditkas,,
2023-12-20 08:09:38,423.p.31046,31046,Mason Rudolph,waivers,add,,,423.l.129200.t.6,Poon Monsoon
2023-12-20 08:09:38,423.p.30115,30115,Mitchell Trubisky,team,drop,423.l.129200.t.6,Poon Monsoon,,
2023-12-20 08:09:38,423.p.28839,28839,Taylor Heinicke,waivers,add,,,423.l.129200.t.4,Greek Magic
2023-12-20 08:09:38,423.p.34030,34030,Desmond Ridder,team,drop,423.l.129200.t.4,Greek Magic,,
2023-12-20 08:09:38,423.p.30563,30563,Nick Mullens,waivers,add,,,423.l.129200.t.6,Poon Monsoon
2023-12-20 08:09:38,423.p.33443,33443,Pat Freiermuth,team,drop,423.l.129200.t.6,Poon Monsoon,,
2023-12-20 08:09:38,423.p.30197,30197,Chris Godwin,waivers,add,,,423.l.129200.t.8,Spark that Spliff
2023-12-20 08:09:38,423.p.40075,40075,Zach Charbonnet,team,drop,423.l.129200.t.8,Spark that Spliff,,
2023-12-20 08:09:38,423.p.32713,32713,Cole Kmet,waivers,add,,,423.l.129200.t.2,Big Ditkas
2023-12-20 08:09:38,423.p.40048,40048,Dalton Kincaid,team,drop,423.l.129200.t.2,Big Ditkas,,
2023-12-20 08:09:38,423.p.100028,100028,Washington,waivers,add,,,423.l.129200.t.7,Romo-Erotica
2023-12-20 08:09:38,423.p.100018,100018,New Orleans,team,drop,423.l.129200.t.7,Romo-Erotica,,
2023-12-20 08:09:38,423.p.100034,100034,Houston,waivers,add,,,423.l.129200.t.12,Yordong
2023-12-20 08:09:38,423.p.33535,33535,Brevin Jordan,team,drop,423.l.129200.t.12,Yordong,,
2023-12-19 22:47:38,423.p.7200,7200,Aaron Rodgers,team,drop,423.l.129200.t.4,Greek Magic,,
2023-12-19 19:11:34,423.p.40641,40641,Keaton Mitchell,team,drop,423.l.129200.t.7,Romo-Erotica,,
2023-12-17 16:08:47,423.p.28390,28390,Marcus Mariota,freeagents,add,,,423.l.129200.t.2,Big Ditkas
2023-12-17 16:08:47,423.p.34447,34447,Jaylen Warren,team,drop,423.l.129200.t.2,Big Ditkas,,
2023-12-17 00:54:41,423.p.29754,29754,Wil Lutz,freeagents,add,,,423.l.129200.t.5,Johnny Utah
2023-12-17 00:54:41,423.p.33781,33781,Riley Patterson,team,drop,423.l.129200.t.5,Johnny Utah,,
2023-12-16 21:38:18,423.p.26483,26483,Case Keenum,freeagents,add,,,423.l.129200.t.7,Romo-Erotica
2023-12-16 21:38:18,423.p.30563,30563,Nick Mullens,team,drop,423.l.129200.t.7,Romo-Erotica,,
2023-12-16 18:26:50,423.p.100003,100003,Chicago,freeagents,add,,,423.l.129200.t.5,Johnny Utah
2023-12-16 18:26:50,423.p.33455,33455,Davis Mills,team,drop,423.l.129200.t.5,Johnny Utah,,
2023-12-16 08:09:30,423.p.100009,100009,Green Bay,waivers,add,,,423.l.129200.t.4,Greek Magic
2023-12-16 08:09:30,423.p.100015,100015,Miami,team,drop,423.l.129200.t.4,Greek Magic,,
2023-12-15 22:54:31,423.p.32702,32702,Clyde Edwards-Helaire,freeagents,add,,,423.l.129200.t.7,Romo-Erotica
2023-12-15 22:54:31,423.p.34007,34007,George Pickens,team,drop,423.l.129200.t.7,Romo-Erotica,,
2023-12-15 22:52:12,423.p.30563,30563,Nick Mullens,freeagents,add,,,423.l.129200.t.7,Romo-Erotica
2023-12-14 04:44:01,423.p.33455,33455,Davis Mills,freeagents,add,,,423.l.129200.t.5,Johnny Utah
2023-12-14 04:44:01,423.p.100027,100027,Tampa Bay,team,drop,423.l.129200.t.5,Johnny Utah,,
2023-12-14 00:18:11,423.p.33975,33975,Kenny Pickett,freeagents,add,,,423.l.129200.t.6,Poon Monsoon
2023-12-13 23:50:38,423.p.28592,28592,Darren Waller,freeagents,add,,,423.l.129200.t.11,WARREN MOON
2023-12-13 11:58:50,423.p.33967,33967,Jameson Williams,team,drop,423.l.129200.t.6,Poon Monsoon,,
2023-12-13 08:19:20,423.p.100013,100013,Las Vegas,freeagents,add,,,423.l.129200.t.5,Johnny Utah
2023-12-13 08:19:20,423.p.29281,29281,Michael Thomas,team,drop,423.l.129200.t.5,Johnny Utah,,
2023-12-13 08:12:48,423.p.33781,33781,Riley Patterson,waivers,add,,,423.l.129200.t.5,Johnny Utah
2023-12-13 08:12:48,423.p.31137,31137,Daniel Carlson,team,drop,423.l.129200.t.5,Johnny Utah,,
2023-12-13 08:12:48,423.p.31998,31998,Easton Stick,waivers,add,,,423.l.129200.t.6,Poon Monsoon
2023-12-13 08:12:48,423.p.34107,34107,Tyler Allgeier,team,drop,423.l.129200.t.6,Poon Monsoon,,
2023-12-13 08:12:48,423.p.100007,100007,Denver,waivers,add,,,423.l.129200.t.4,Greek Magic
2023-12-13 08:12:48,423.p.30197,30197,Chris Godwin,team,drop,423.l.129200.t.4,Greek Magic,,
2023-12-13 08:12:48,423.p.100014,100014,Los Angeles,waivers,add,,,423.l.129200.t.8,Spark that Spliff
2023-12-13 08:12:48,423.p.100009,100009,Green Bay,team,drop,423.l.129200.t.8,Spark that Spliff,,
2023-12-13 08:12:48,423.p.27540,27540,Odell Beckham Jr.,waivers,add,,,423.l.129200.t.5,Johnny Utah
2023-12-13 08:12:48,423.p.30217,30217,C.J. Beathard,team,drop,423.l.129200.t.5,Johnny Utah,,
2023-12-13 08:12:48,423.p.100004,100004,Cincinnati,waivers,add,,,423.l.129200.t.6,Poon Monsoon
2023-12-13 08:12:48,423.p.100034,100034,Houston,team,drop,423.l.129200.t.6,Poon Monsoon,,
2023-12-13 02:10:05,423.p.33538,33538,Kenneth Gainwell,team,drop,423.l.129200.t.7,Romo-Erotica,,
2023-12-10 15:40:30,423.p.32713,32713,Cole Kmet,team,drop,423.l.129200.t.2,Big Ditkas,,
2023-12-10 15:37:48,423.p.40102,40102,Tucker Kraft,freeagents,add,,,423.l.129200.t.10,The Moose Knucklers
2023-12-10 15:33:32,423.p.29344,29344,Tyler Higbee,team,drop,423.l.129200.t.10,The Moose Knucklers,,
2023-12-10 04:38:45,423.p.33535,33535,Brevin Jordan,freeagents,add,,,423.l.129200.t.12,Yordong
2023-12-10 04:38:45,423.p.34659,34659,Rashid Shaheed,team,drop,423.l.129200.t.12,Yordong,,
2023-12-08 03:41:49,423.p.33537,33537,Evan McPherson,freeagents,add,,,423.l.129200.t.7,Romo-Erotica
2023-12-08 03:41:49,423.p.27120,27120,Brandon McManus,team,drop,423.l.129200.t.7,Romo-Erotica,,
2023-12-08 03:39:40,423.p.33390,33390,Zach Wilson,freeagents,add,,,423.l.129200.t.7,Romo-Erotica
2023-12-08 03:39:40,423.p.40195,40195,Dorian Thompson-Robinson,team,drop,423.l.129200.t.7,Romo-Erotica,,
2023-12-07 07:29:20,423.p.34093,34093,Bailey Zappe,freeagents,add,,,423.l.129200.t.9,The Hebrew Hammer
2023-12-07 07:29:20,423.p.31431,31431,Tim Boyle,team,drop,423.l.129200.t.9,The Hebrew Hammer,,
2023-12-07 07:28:07,423.p.100008,100008,Detroit,freeagents,add,,,423.l.129200.t.9,The Hebrew Hammer
2023-12-07 07:28:07,423.p.100001,100001,Atlanta,team,drop,423.l.129200.t.9,The Hebrew Hammer,,
2023-12-06 13:55:43,423.p.31137,31137,Daniel Carlson,freeagents,add,,,423.l.129200.t.5,Johnny Utah
2023-12-06 13:55:43,423.p.8432,8432,Nick Folk,team,drop,423.l.129200.t.5,Johnny Utah,,
2023-12-06 13:26:25,423.p.30217,30217,C.J. Beathard,freeagents,add,,,423.l.129200.t.5,Johnny Utah
2023-12-06 13:26:25,423.p.33975,33975,Kenny Pickett,team,drop,423.l.129200.t.5,Johnny Utah,,
2023-12-06 08:17:56,423.p.29238,29238,Ezekiel Elliott,waivers,add,,,423.l.129200.t.11,WARREN MOON
2023-12-06 08:17:56,423.p.30227,30227,Samaje Perine,team,drop,423.l.129200.t.11,WARREN MOON,,
2023-12-06 08:17:56,423.p.30115,30115,Mitchell Trubisky,waivers,add,,,423.l.129200.t.6,Poon Monsoon
2023-12-06 08:17:56,423.p.40051,40051,Quentin Johnston,team,drop,423.l.129200.t.6,Poon Monsoon,,
2023-12-06 08:17:56,423.p.32858,32858,Tyler Bass,waivers,add,,,423.l.129200.t.4,Greek Magic
2023-12-06 08:17:56,423.p.28188,28188,Chris Boswell,team,drop,423.l.129200.t.4,Greek Magic,,
2023-12-06 08:17:56,423.p.100009,100009,Green Bay,waivers,add,,,423.l.129200.t.8,Spark that Spliff
2023-12-06 08:17:56,423.p.31977,31977,Matt Gay,team,drop,423.l.129200.t.8,Spark that Spliff,,
2023-12-06 08:17:56,423.p.40138,40138,Aidan O'Connell,waivers,add,,,423.l.129200.t.5,Johnny Utah
2023-12-06 08:17:56,423.p.32138,32138,Jake Browning,waivers,add,,,423.l.129200.t.11,WARREN MOON
2023-12-06 08:17:56,423.p.31127,31127,Tyler Conklin,team,drop,423.l.129200.t.11,WARREN MOON,,
2023-12-06 08:17:56,423.p.100034,100034,Houston,waivers,add,,,423.l.129200.t.6,Poon Monsoon
2023-12-06 08:17:56,423.p.100014,100014,Los Angeles,team,drop,423.l.129200.t.6,Poon Monsoon,,
2023-12-06 08:17:56,423.p.27548,27548,Brandin Cooks,waivers,add,,,423.l.129200.t.12,Yordong
2023-12-05 18:44:22,423.p.26658,26658,Zach Ertz,team,drop,423.l.129200.t.11,WARREN MOON,,
2023-12-05 18:41:33,423.p.28592,28592,Darren Waller,team,drop,423.l.129200.t.12,Yordong,,
2023-12-03 14:58:01,423.p.8432,8432,Nick Folk,freeagents,add,,,423.l.129200.t.5,Johnny Utah
2023-12-03 14:58:01,423.p.40296,40296,Blake Grupe,team,drop,423.l.129200.t.5,Johnny Utah,,
2023-12-03 14:38:23,423.p.31885,31885,Miles Sanders,freeagents,add,,,423.l.129200.t.1,F.Y.H.
2023-12-03 14:38:23,423.p.27624,27624,Jerick McKinnon,team,drop,423.l.129200.t.1,F.Y.H.,,
2023-12-02 04:04:15,423.p.33538,33538,Kenneth Gainwell,freeagents,add,,,423.l.129200.t.7,Romo-Erotica
2023-12-01 22:23:18,423.p.40129,40129,Jake Moody,freeagents,add,,,423.l.129200.t.12,Yordong
2023-12-01 22:23:18,423.p.29754,29754,Wil Lutz,team,drop,423.l.129200.t.12,Yordong,,
2023-12-01 22:05:17,423.p.8795,8795,Joe Flacco,freeagents,add,,,423.l.129200.t.12,Yordong
2023-12-01 22:05:17,423.p.34068,34068,Daniel Bellinger,team,drop,423.l.129200.t.12,Yordong,,
2023-12-01 21:34:01,423.p.34107,34107,Tyler Allgeier,freeagents,add,,,423.l.129200.t.6,Poon Monsoon
2023-12-01 21:34:01,423.p.32523,32523,Greg Dortch,team,drop,423.l.129200.t.6,Poon Monsoon,,
2023-12-01 21:33:06,423.p.33967,33967,Jameson Williams,freeagents,add,,,423.l.129200.t.6,Poon Monsoon
2023-12-01 21:31:41,423.p.32523,32523,Greg Dortch,freeagents,add,,,423.l.129200.t.6,Poon Monsoon
2023-12-01 04:23:13,423.p.31977,31977,Matt Gay,freeagents,add,,,423.l.129200.t.8,Spark that Spliff
2023-12-01 04:23:13,423.p.32138,32138,Jake Browning,team,drop,423.l.129200.t.8,Spark that Spliff,,
2023-12-01 01:50:24,423.p.100011,100011,Indianapolis,freeagents,add,,,423.l.129200.t.10,The Moose Knucklers
2023-12-01 01:50:24,423.p.100004,100004,Cincinnati,team,drop,423.l.129200.t.10,The Moose Knucklers,,
2023-12-01 00:41:15,423.p.40119,40119,Tyjae Spears,freeagents,add,,,423.l.129200.t.3,Fuck Yas all
2023-12-01 00:41:15,423.p.33998,33998,Wan'Dale Robinson,team,drop,423.l.129200.t.3,Fuck Yas all,,
2023-11-30 22:37:08,423.p.26658,26658,Zach Ertz,freeagents,add,,,423.l.129200.t.11,WARREN MOON
2023-11-30 22:37:08,423.p.40222,40222,DeMario Douglas,team,drop,423.l.129200.t.11,WARREN MOON,,
2023-11-30 17:26:39,423.p.34099,34099,Chigoziem Okonkwo,freeagents,add,,,423.l.129200.t.9,The Hebrew Hammer
2023-11-30 17:26:39,423.p.33408,33408,Kadarius Toney,team,drop,423.l.129200.t.9,The Hebrew Hammer,,
2023-11-30 17:25:37,423.p.100001,100001,Atlanta,freeagents,add,,,423.l.129200.t.9,The Hebrew Hammer
2023-11-30 17:25:37,423.p.100010,100010,Tennessee,team,drop,423.l.129200.t.9,The Hebrew Hammer,,
2023-11-30 14:28:29,423.p.33403,33403,Mac Jones,team,drop,423.l.129200.t.6,Poon Monsoon,,
2023-11-29 17:52:11,423.p.32736,32736,Antonio Gibson,freeagents,add,,,423.l.129200.t.6,Poon Monsoon
2023-11-29 17:45:39,423.p.100007,100007,Denver,team,drop,423.l.129200.t.6,Poon Monsoon,,
2023-11-29 17:45:08,423.p.100014,100014,Los Angeles,freeagents,add,,,423.l.129200.t.6,Poon Monsoon
2023-11-29 16:02:15,423.p.28188,28188,Chris Boswell,freeagents,add,,,423.l.129200.t.4,Greek Magic
2023-11-29 16:02:15,423.p.33537,33537,Evan McPherson,team,drop,423.l.129200.t.4,Greek Magic,,
2023-11-29 14:47:57,423.p.27120,27120,Brandon McManus,freeagents,add,,,423.l.129200.t.7,Romo-Erotica
2023-11-29 14:47:57,423.p.31137,31137,Daniel Carlson,team,drop,423.l.129200.t.7,Romo-Erotica,,
2023-11-29 14:39:50,423.p.8565,8565,Matt Prater,team,drop,423.l.129200.t.5,Johnny Utah,,
2023-11-29 14:39:33,423.p.40296,40296,Blake Grupe,freeagents,add,,,423.l.129200.t.5,Johnny Utah
2023-11-29 14:38:05,423.p.100027,100027,Tampa Bay,freeagents,add,,,423.l.129200.t.5,Johnny Utah
2023-11-29 14:38:05,423.p.100026,100026,Seattle,team,drop,423.l.129200.t.5,Johnny Utah,,
2023-11-29 14:24:50,423.p.30227,30227,Samaje Perine,freeagents,add,,,423.l.129200.t.11,WARREN MOON
2023-11-29 08:24:02,423.p.30157,30157,Gerald Everett,waivers,add,,,423.l.129200.t.5,Johnny Utah
2023-11-29 08:24:02,423.p.40065,40065,Michael Mayer,team,drop,423.l.129200.t.5,Johnny Utah,,
2023-11-29 08:24:02,423.p.33975,33975,Kenny Pickett,waivers,add,,,423.l.129200.t.5,Johnny Utah
2023-11-29 08:24:02,423.p.40504,40504,Tyson Bagent,team,drop,423.l.129200.t.5,Johnny Utah,,
2023-11-29 08:24:02,423.p.100020,100020,New York,waivers,add,,,423.l.129200.t.2,Big Ditkas
2023-11-29 08:24:02,423.p.100017,100017,New England,team,drop,423.l.129200.t.2,Big Ditkas,,
2023-11-29 08:24:02,423.p.32756,32756,Zack Moss,waivers,add,,,423.l.129200.t.5,Johnny Utah
2023-11-29 08:24:02,423.p.40138,40138,Aidan O'Connell,team,drop,423.l.129200.t.5,Johnny Utah,,
2023-11-29 08:24:02,423.p.29754,29754,Wil Lutz,waivers,add,,,423.l.129200.t.12,Yordong
2023-11-29 08:24:02,423.p.26800,26800,Dustin Hopkins,team,drop,423.l.129200.t.12,Yordong,,
2023-11-29 08:24:02,423.p.33465,33465,Joshua Palmer,waivers,add,,,423.l.129200.t.6,Poon Monsoon
2023-11-29 08:24:02,423.p.33605,33605,Khalil Herbert,team,drop,423.l.129200.t.6,Poon Monsoon,,
2023-11-29 08:24:02,423.p.100030,100030,Jacksonville,waivers,add,,,423.l.129200.t.1,F.Y.H.
2023-11-29 08:24:02,423.p.100016,100016,Minnesota,team,drop,423.l.129200.t.1,F.Y.H.,,
2023-11-28 15:06:32,423.p.27548,27548,Brandin Cooks,team,drop,423.l.129200.t.7,Romo-Erotica,,
2023-11-25 08:09:28,423.p.33403,33403,Mac Jones,waivers,add,,,423.l.129200.t.6,Poon Monsoon
2023-11-25 08:09:28,423.p.33975,33975,Kenny Pickett,team,drop,423.l.129200.t.6,Poon Monsoon,,
2023-11-25 08:09:28,423.p.100007,100007,Denver,waivers,add,,,423.l.129200.t.6,Poon Monsoon
2023-11-25 08:09:28,423.p.100034,100034,Houston,team,drop,423.l.129200.t.6,Poon Monsoon,,
2023-11-25 08:09:28,423.p.30614,30614,Taysom Hill,waivers,add,,,423.l.129200.t.12,Yordong
2023-11-25 08:09:28,423.p.100030,100030,Jacksonville,team,drop,423.l.129200.t.12,Yordong,,
2023-11-23 17:55:57,423.p.100004,100004,Cincinnati,freeagents,add,,,423.l.129200.t.10,The Moose Knucklers
2023-11-23 17:55:57,423.p.100020,100020,New York,team,drop,423.l.129200.t.10,The Moose Knucklers,,
2023-11-23 15:19:10,423.p.31431,31431,Tim Boyle,freeagents,add,,,423.l.129200.t.9,The Hebrew Hammer
2023-11-23 15:19:10,423.p.32671,32671,Joe Burrow,team,drop,423.l.129200.t.9,The Hebrew Hammer,,
2023-11-23 08:14:30,423.p.33605,33605,Khalil Herbert,waivers,add,,,423.l.129200.t.6,Poon Monsoon
2023-11-23 08:14:30,423.p.40162,40162,Roschon Johnson,team,drop,423.l.129200.t.6,Poon Monsoon,,
2023-11-22 18:13:41,423.p.100033,100033,Baltimore,freeagents,add,,,423.l.129200.t.2,Big Ditkas
2023-11-22 18:13:41,423.p.100008,100008,Detroit,team,drop,423.l.129200.t.2,Big Ditkas,,
2023-11-22 18:03:16,423.p.33390,33390,Zach Wilson,team,drop,423.l.129200.t.6,Poon Monsoon,,
2023-11-22 18:02:25,423.p.40074,40074,Luke Musgrave,team,drop,423.l.129200.t.6,Poon Monsoon,,
2023-11-22 16:41:42,423.p.100016,100016,Minnesota,freeagents,add,,,423.l.129200.t.1,F.Y.H.
2023-11-22 16:41:42,423.p.100007,100007,Denver,team,drop,423.l.129200.t.1,F.Y.H.,,
2023-11-22 16:41:12,423.p.33515,33515,Kylen Granson,freeagents,add,,,423.l.129200.t.1,F.Y.H.
2023-11-22 16:41:12,423.p.32456,32456,Donald Parham Jr.,team,drop,423.l.129200.t.1,F.Y.H.,,
2023-11-22 15:55:34,423.p.34030,34030,Desmond Ridder,freeagents,add,,,423.l.129200.t.4,Greek Magic
2023-11-22 15:55:34,423.p.33403,33403,Mac Jones,team,drop,423.l.129200.t.4,Greek Magic,,
2023-11-22 08:16:55,423.p.40075,40075,Zach Charbonnet,waivers,add,,,423.l.129200.t.8,Spark that Spliff
2023-11-22 08:16:55,423.p.34107,34107,Tyler Allgeier,team,drop,423.l.129200.t.8,Spark that Spliff,,
2023-11-22 08:16:55,423.p.33403,33403,Mac Jones,waivers,add,,,423.l.129200.t.4,Greek Magic
2023-11-22 08:16:55,423.p.28839,28839,Taylor Heinicke,team,drop,423.l.129200.t.4,Greek Magic,,
2023-11-22 08:16:55,423.p.32138,32138,Jake Browning,waivers,add,,,423.l.129200.t.8,Spark that Spliff
2023-11-22 08:16:55,423.p.30614,30614,Taysom Hill,team,drop,423.l.129200.t.8,Spark that Spliff,,
2023-11-22 08:16:55,423.p.100010,100010,Tennessee,waivers,add,,,423.l.129200.t.9,The Hebrew Hammer
2023-11-22 08:16:55,423.p.100028,100028,Washington,team,drop,423.l.129200.t.9,The Hebrew Hammer,,
2023-11-22 08:16:55,423.p.34095,34095,Isaiah Likely,waivers,add,,,423.l.129200.t.11,WARREN MOON
2023-11-22 08:16:55,423.p.31902,31902,Darrell Henderson Jr.,team,drop,423.l.129200.t.11,WARREN MOON,,
2023-11-22 08:16:55,423.p.40533,40533,Tommy DeVito,waivers,add,,,423.l.129200.t.1,F.Y.H.
2023-11-21 14:19:36,423.p.33781,33781,Riley Patterson,team,drop,423.l.129200.t.1,F.Y.H.,,
2023-11-20 18:23:28,423.p.100017,100017,New England,freeagents,add,,,423.l.129200.t.2,Big Ditkas
2023-11-20 18:23:28,423.p.33605,33605,Khalil Herbert,team,drop,423.l.129200.t.2,Big Ditkas,,
2023-11-19 21:17:29,423.p.32736,32736,Antonio Gibson,team,drop,423.l.129200.t.11,WARREN MOON,,
2023-11-19 19:20:28,423.p.34107,34107,Tyler Allgeier,freeagents,add,,,423.l.129200.t.8,Spark that Spliff
2023-11-19 19:20:28,423.p.40119,40119,Tyjae Spears,team,drop,423.l.129200.t.8,Spark that Spliff,,
2023-11-19 17:13:23,423.p.30202,30202,D'Onta Foreman,freeagents,add,,,423.l.129200.t.3,Fuck Yas all
2023-11-19 17:13:23,423.p.40188,40188,Clayton Tune,team,drop,423.l.129200.t.3,Fuck Yas all,,
2023-11-19 15:39:59,423.p.30153,30153,Curtis Samuel,freeagents,add,,,423.l.129200.t.1,F.Y.H.
2023-11-19 15:39:59,423.p.31031,31031,DJ Chark,team,drop,423.l.129200.t.1,F.Y.H.,,
2023-11-19 15:38:50,423.p.30150,30150,Zay Jones,freeagents,add,,,423.l.129200.t.1,F.Y.H.
2023-11-19 15:38:50,423.p.33403,33403,Mac Jones,team,drop,423.l.129200.t.1,F.Y.H.,,
2023-11-19 15:37:53,423.p.100007,100007,Denver,freeagents,add,,,423.l.129200.t.1,F.Y.H.
2023-11-19 15:37:53,423.p.100003,100003,Chicago,team,drop,423.l.129200.t.1,F.Y.H.,,
2023-11-19 15:35:59,423.p.32456,32456,Donald Parham Jr.,freeagents,add,,,423.l.129200.t.1,F.Y.H.
2023-11-19 15:35:59,423.p.29269,29269,Hunter Henry,team,drop,423.l.129200.t.1,F.Y.H.,,
2023-11-19 00:14:04,423.p.27120,27120,Brandon McManus,team,drop,423.l.129200.t.10,The Moose Knucklers,,
2023-11-18 08:09:33,423.p.28839,28839,Taylor Heinicke,waivers,add,,,423.l.129200.t.4,Greek Magic
2023-11-18 08:09:33,423.p.34030,34030,Desmond Ridder,team,drop,423.l.129200.t.4,Greek Magic,,
2023-11-18 08:09:33,423.p.34010,34010,Trey McBride,waivers,add,,,423.l.129200.t.2,Big Ditkas
2023-11-17 18:44:29,423.p.40063,40063,Jayden Reed,freeagents,add,,,423.l.129200.t.8,Spark that Spliff
2023-11-17 18:44:29,423.p.40533,40533,Tommy DeVito,team,drop,423.l.129200.t.8,Spark that Spliff,,
2023-11-17 13:49:56,423.p.31127,31127,Tyler Conklin,freeagents,add,,,423.l.129200.t.11,WARREN MOON
