player_key,player_id,player_name,team,nfl_player_key,position,bye_week,points,league_key
414.p.33398,33398,DeVonta Smith,Philadelphia Eagles,nfl.p.33398,WR,7,256.60,414.l.153035
414.p.30295,30295,Aaron Jones,Green Bay Packers,nfl.p.30295,RB,14,254.60,414.l.153035
414.p.33508,33508,Rhamondre Stevenson,New England Patriots,nfl.p.33508,RB,10,251.10,414.l.153035
414.p.31960,31960,Tony Pollard,Dallas Cowboys,nfl.p.31960,RB,9,248.80,414.l.153035
414.p.7200,7200,Aaron Rodgers,New York Jets,nfl.p.7200,QB,10,247.20,414.l.153035
414.p.33393,33393,Ja'Marr Chase,Cincinnati Bengals,nfl.p.33393,WR,17,246.40,414.l.153035
414.p.28392,28392,Amari Cooper,Cleveland Browns,nfl.p.28392,WR,9,246.00,414.l.153035
414.p.30154,30154,Dalvin Cook,Minnesota Vikings,nfl.p.30154,RB,7,245.80,414.l.153035
414.p.31017,31017,Christian Kirk,Jacksonville Jaguars,nfl.p.31017,WR,11,243.90,414.l.153035
414.p.28457,28457,Tyler Lockett,Seattle Seahawks,nfl.p.28457,WR,11,241.30,414.l.153035
414.p.31002,31002,Lamar Jackson,Baltimore Ravens,nfl.p.31002,QB,10,240.08,414.l.153035
414.p.30161,30161,Joe Mixon,Cincinnati Bengals,nfl.p.30161,RB,17,239.50,414.l.153035
414.p.32675,32675,Tua Tagovailoa,Miami Dolphins,nfl.p.32675,QB,11,232.92,414.l.153035
414.p.31896,31896,DK Metcalf,Seattle Seahawks,nfl.p.31896,WR,11,230.80,414.l.153035
414.p.30247,30247,Jamaal Williams,New Orleans Saints,nfl.p.30247,RB,14,229.90,414.l.153035
414.p.32695,32695,Brandon Aiyuk,San Francisco 49ers,nfl.p.32695,WR,9,229.80,414.l.153035
414.p.25785,25785,Russell Wilson,Denver Broncos,nfl.p.25785,QB,9,229.76,414.l.153035
414.p.100017,100017,New England,New England Patriots,nfl.p.100017,DEF,10,229.00,414.l.153035
414.p.31908,31908,Terry McLaurin,Washington Commanders,nfl.p.31908,WR,14,229.00,414.l.153035
414.p.33412,33412,Najee Harris,Pittsburgh Steelers,nfl.p.33412,RB,9,227.46,414.l.153035
414.p.30197,30197,Chris Godwin,Tampa Bay Buccaneers,nfl.p.30197,WR,11,226.80,414.l.153035
414.p.30117,30117,Leonard Fournette,Tampa Bay Buccaneers,nfl.p.30117,RB,11,226.10,414.l.153035
414.p.27535,27535,Mike Evans,Tampa Bay Buccaneers,nfl.p.27535,WR,11,225.40,414.l.153035
414.p.100006,100006,Dallas,Dallas Cowboys,nfl.p.100006,DEF,9,223.50,414.l.153035
414.p.100025,100025,San Francisco,San Francisco 49ers,nfl.p.100025,DEF,9,222.00,414.l.153035
414.p.32703,32703,Tee Higgins,Cincinnati Bengals,nfl.p.32703,WR,17,220.90,414.l.153035
414.p.31885,31885,Miles Sanders,Carolina Panthers,nfl.p.31885,RB,13,220.70,414.l.153035
414.p.30180,30180,Alvin Kamara,New Orleans Saints,nfl.p.30180,RB,14,219.70,414.l.153035
414.p.27564,27564,Derek Carr,New Orleans Saints,nfl.p.27564,QB,14,219.08,414.l.153035
414.p.32704,32704,Michael Pittman Jr.,Indianapolis Colts,nfl.p.32704,WR,14,218.50,414.l.153035
414.p.33965,33965,Garrett Wilson,New York Jets,nfl.p.33965,WR,10,217.70,414.l.153035
414.p.31840,31840,T.J. Hockenson,Minnesota Vikings,nfl.p.31840,TE,7,217.40,414.l.153035
414.p.100021,100021,Philadelphia,Philadelphia Eagles,nfl.p.100021,DEF,7,213.50,414.l.153035
414.p.33413,33413,Travis Etienne Jr.,Jacksonville Jaguars,nfl.p.33413,RB,11,211.10,414.l.153035
414.p.31833,31833,Kyler Murray,Arizona Cardinals,nfl.p.31833,QB,13,204.52,414.l.153035
414.p.32685,32685,Jerry Jeudy,Denver Broncos,nfl.p.32685,WR,9,204.20,414.l.153035
414.p.30182,30182,Cooper Kupp,Los Angeles Rams,nfl.p.30182,WR,7,203.40,414.l.153035
414.p.28390,28390,Marcus Mariota,Philadelphia Eagles,nfl.p.28390,QB,7,202.56,414.l.153035
414.p.33996,33996,Kenneth Walker III,Seattle Seahawks,nfl.p.33996,RB,11,202.50,414.l.153035
414.p.30259,30259,George Kittle,San Francisco 49ers,nfl.p.30259,TE,9,202.50,414.l.153035
414.p.33966,33966,Chris Olave,New Orleans Saints,nfl.p.33966,WR,14,202.20,414.l.153035
414.p.30218,30218,James Conner,Arizona Cardinals,nfl.p.30218,RB,13,202.20,414.l.153035
414.p.29369,29369,Dak Prescott,Dallas Cowboys,nfl.p.29369,QB,9,200.60,414.l.153035
414.p.30994,30994,DJ Moore,Chicago Bears,nfl.p.30994,WR,14,199.10,414.l.153035
414.p.27624,27624,Jerick McKinnon,Kansas City Chiefs,nfl.p.27624,RB,8,198.30,414.l.153035
414.p.30150,30150,Zay Jones,Jacksonville Jaguars,nfl.p.30150,WR,11,198.10,414.l.153035
414.p.100002,100002,Buffalo,Buffalo Bills,nfl.p.100002,DEF,17,191.50,414.l.153035
414.p.32705,32705,D'Andre Swift,Philadelphia Eagles,nfl.p.32705,RB,7,191.10,414.l.153035
414.p.31056,31056,Mark Andrews,Baltimore Ravens,nfl.p.31056,TE,10,190.50,414.l.153035
414.p.30175,30175,JuJu Smith-Schuster,New England Patriots,nfl.p.30175,WR,10,189.30,414.l.153035
414.p.100030,100030,Jacksonville,Jacksonville Jaguars,nfl.p.100030,DEF,11,188.50,414.l.153035
414.p.33455,33455,Davis Mills,Houston Texans,nfl.p.33455,QB,6,187.52,414.l.153035
414.p.29238,29238,Ezekiel Elliott,Dallas Cowboys,nfl.p.29238,RB,9,185.80,414.l.153035
414.p.33963,33963,Drake London,Atlanta Falcons,nfl.p.33963,WR,14,184.60,414.l.153035
414.p.32231,32231,Jakobi Meyers,Las Vegas Raiders,nfl.p.32231,WR,6,184.30,414.l.153035
414.p.31906,31906,Devin Singletary,Houston Texans,nfl.p.31906,RB,6,183.90,414.l.153035
414.p.31905,31905,David Montgomery,Detroit Lions,nfl.p.31905,RB,6,181.70,414.l.153035
414.p.31898,31898,Diontae Johnson,Pittsburgh Steelers,nfl.p.31898,WR,9,180.70,414.l.153035
414.p.27277,27277,Adam Thielen,Carolina Panthers,nfl.p.27277,WR,13,180.00,414.l.153035
414.p.30153,30153,Curtis Samuel,Washington Commanders,nfl.p.30153,WR,14,178.30,414.l.153035
414.p.30136,30136,Evan Engram,Jacksonville Jaguars,nfl.p.30136,TE,11,176.90,414.l.153035
414.p.29325,29325,Jacoby Brissett,Washington Commanders,nfl.p.29325,QB,14,176.62,414.l.153035
414.p.30120,30120,Mike Williams,Los Angeles Chargers,nfl.p.30120,WR,8,176.50,414.l.153035
414.p.24822,24822,Andy Dalton,Carolina Panthers,nfl.p.24822,QB,13,176.24,414.l.153035
414.p.100033,100033,Baltimore,Baltimore Ravens,nfl.p.100033,DEF,10,175.50,414.l.153035
414.p.31268,31268,Allen Lazard,New York Jets,nfl.p.31268,WR,10,174.80,414.l.153035
414.p.32798,32798,Gabe Davis,Buffalo Bills,nfl.p.32798,WR,17,173.60,414.l.153035
414.p.100028,100028,Washington,Washington Commanders,nfl.p.100028,DEF,14,172.50,414.l.153035
414.p.31868,31868,Deebo Samuel,San Francisco 49ers,nfl.p.31868,WR,9,172.40,414.l.153035
414.p.33403,33403,Mac Jones,New England Patriots,nfl.p.33403,QB,10,172.08,414.l.153035
414.p.34063,34063,Dameon Pierce,Houston Texans,nfl.p.34063,RB,6,170.40,414.l.153035
414.p.28654,28654,Raheem Mostert,Miami Dolphins,nfl.p.28654,RB,11,170.30,414.l.153035
414.p.100011,100011,Indianapolis,Indianapolis Colts,nfl.p.100011,DEF,14,169.50,414.l.153035
414.p.33465,33465,Joshua Palmer,Los Angeles Chargers,nfl.p.33465,WR,8,169.30,414.l.153035
414.p.32857,32857,Donovan Peoples-Jones,Cleveland Browns,nfl.p.32857,WR,9,169.10,414.l.153035
414.p.27590,27590,Jimmy Garoppolo,Las Vegas Raiders,nfl.p.27590,QB,6,168.78,414.l.153035
414.p.100020,100020,New York,New York Jets,nfl.p.100020,DEF,10,168.50,414.l.153035
414.p.100012,100012,Kansas City,Kansas City Chiefs,nfl.p.100012,DEF,8,168.50,414.l.153035
414.p.32732,32732,AJ Dillon,Green Bay Packers,nfl.p.32732,RB,14,167.60,414.l.153035
414.p.29288,29288,Tyler Boyd,Cincinnati Bengals,nfl.p.29288,WR,17,167.12,414.l.153035
414.p.34007,34007,George Pickens,Pittsburgh Steelers,nfl.p.34007,WR,9,166.50,414.l.153035
414.p.26699,26699,Keenan Allen,Los Angeles Chargers,nfl.p.26699,WR,8,166.00,414.l.153035
414.p.32736,32736,Antonio Gibson,Washington Commanders,nfl.p.32736,RB,14,165.90,414.l.153035
414.p.8780,8780,Matt Ryan,Indianapolis Colts,nfl.p.8780,QB,14,165.28,414.l.153035
414.p.25718,25718,Ryan Tannehill,Tennessee Titans,nfl.p.25718,QB,6,165.24,414.l.153035
414.p.100018,100018,New Orleans,New Orleans Saints,nfl.p.100018,DEF,14,164.50,414.l.153035
414.p.33989,33989,Christian Watson,Green Bay Packers,nfl.p.33989,WR,14,164.10,414.l.153035
414.p.26534,26534,Justin Tucker,Baltimore Ravens,nfl.p.26534,K,10,163.00,414.l.153035
414.p.31394,31394,Jeff Wilson Jr.,Miami Dolphins,nfl.p.31394,RB,11,162.50,414.l.153035
414.p.31137,31137,Daniel Carlson,Las Vegas Raiders,nfl.p.31137,K,6,161.00,414.l.153035
414.p.100034,100034,Houston,Houston Texans,nfl.p.100034,DEF,6,160.50,414.l.153035
414.p.100029,100029,Carolina,Carolina Panthers,nfl.p.100029,DEF,13,160.00,414.l.153035
414.p.100026,100026,Seattle,Seattle Seahawks,nfl.p.100026,DEF,11,159.50,414.l.153035
414.p.34107,34107,Tyler Allgeier,Atlanta Falcons,nfl.p.34107,RB,14,159.40,414.l.153035
414.p.31010,31010,Courtland Sutton,Denver Broncos,nfl.p.31010,WR,9,159.40,414.l.153035
414.p.27369,27369,Brett Maher,Dallas Cowboys,nfl.p.27369,K,9,158.00,414.l.153035
414.p.28378,28378,Jason Myers,Seattle Seahawks,nfl.p.28378,K,11,157.00,414.l.153035
414.p.26652,26652,Cordarrelle Patterson,Atlanta Falcons,nfl.p.26652,RB,14,156.70,414.l.153035
414.p.31857,31857,Marquise Brown,Arizona Cardinals,nfl.p.31857,WR,13,156.00,414.l.153035
414.p.32846,32846,K.J. Osborn,Minnesota Vikings,nfl.p.32846,WR,7,155.60,414.l.153035
414.p.100027,100027,Tampa Bay,Tampa Bay Buccaneers,nfl.p.100027,DEF,11,154.50,414.l.153035
414.p.26804,26804,Latavius Murray,Buffalo Bills,nfl.p.26804,RB,17,154.20,414.l.153035
414.p.30231,30231,Mack Hollins,Atlanta Falcons,nfl.p.30231,WR,14,154.16,414.l.153035
414.p.26650,26650,DeAndre Hopkins,Arizona Cardinals,nfl.p.26650,WR,13,153.70,414.l.153035
414.p.100009,100009,Green Bay,Green Bay Packers,nfl.p.100009,DEF,14,153.00,414.l.153035
414.p.100023,100023,Pittsburgh,Pittsburgh Steelers,nfl.p.100023,DEF,9,153.00,414.l.153035
414.p.100019,100019,New York,New York Giants,nfl.p.100019,DEF,9,152.50,414.l.153035
414.p.32711,32711,Jonathan Taylor,Indianapolis Colts,nfl.p.32711,RB,14,152.40,414.l.153035
414.p.29344,29344,Tyler Higbee,Los Angeles Rams,nfl.p.29344,TE,7,152.00,414.l.153035
414.p.33975,33975,Kenny Pickett,Pittsburgh Steelers,nfl.p.33975,QB,9,151.86,414.l.153035
414.p.100022,100022,Arizona,Arizona Cardinals,nfl.p.100022,DEF,13,150.50,414.l.153035
414.p.30426,30426,Younghoe Koo,Atlanta Falcons,nfl.p.30426,K,14,150.00,414.l.153035
414.p.31891,31891,Parris Campbell,New York Giants,nfl.p.31891,WR,9,149.10,414.l.153035
414.p.33443,33443,Pat Freiermuth,Pittsburgh Steelers,nfl.p.33443,TE,9,148.20,414.l.153035
414.p.32713,32713,Cole Kmet,Chicago Bears,nfl.p.32713,TE,14,147.30,414.l.153035
414.p.30614,30614,Taysom Hill,New Orleans Saints,nfl.p.30614,"QB,TE",14,145.80,414.l.153035
414.p.27548,27548,Brandin Cooks,Dallas Cowboys,nfl.p.27548,WR,9,145.60,414.l.153035
414.p.100024,100024,Los Angeles,Los Angeles Chargers,nfl.p.100024,DEF,8,145.50,414.l.153035
414.p.32722,32722,Cam Akers,Los Angeles Rams,nfl.p.32722,RB,7,145.30,414.l.153035
414.p.34047,34047,Rachaad White,Tampa Bay Buccaneers,nfl.p.34047,RB,11,145.10,414.l.153035
414.p.31107,31107,Dalton Schultz,Houston Texans,nfl.p.31107,TE,6,144.70,414.l.153035
414.p.100010,100010,Tennessee,Tennessee Titans,nfl.p.100010,DEF,6,144.50,414.l.153035
414.p.30142,30142,David Njoku,Cleveland Browns,nfl.p.30142,TE,9,144.00,414.l.153035
414.p.100015,100015,Miami,Miami Dolphins,nfl.p.100015,DEF,11,143.50,414.l.153035
414.p.31019,31019,Dallas Goedert,Philadelphia Eagles,nfl.p.31019,TE,7,143.20,414.l.153035
414.p.8432,8432,Nick Folk,New England Patriots,nfl.p.8432,K,10,143.00,414.l.153035
414.p.31482,31482,Eddy Pineiro,Carolina Panthers,nfl.p.31482,K,13,143.00,414.l.153035
414.p.100014,100014,Los Angeles,Los Angeles Rams,nfl.p.100014,DEF,7,143.00,414.l.153035
414.p.30227,30227,Samaje Perine,Denver Broncos,nfl.p.30227,RB,9,142.10,414.l.153035
414.p.100007,100007,Denver,Denver Broncos,nfl.p.100007,DEF,9,142.00,414.l.153035
414.p.9526,9526,Graham Gano,New York Giants,nfl.p.9526,K,9,142.00,414.l.153035
414.p.100005,100005,Cleveland,Cleveland Browns,nfl.p.100005,DEF,9,141.50,414.l.153035
414.p.100004,100004,Cincinnati,Cincinnati Bengals,nfl.p.100004,DEF,17,141.50,414.l.153035
414.p.100016,100016,Minnesota,Minnesota Vikings,nfl.p.100016,DEF,7,140.50,414.l.153035
414.p.7520,7520,Robbie Gould,San Francisco 49ers,nfl.p.7520,K,9,140.00,414.l.153035
414.p.30157,30157,Gerald Everett,Los Angeles Chargers,nfl.p.30157,TE,8,139.50,414.l.153035
414.p.32858,32858,Tyler Bass,Buffalo Bills,nfl.p.32858,K,17,139.00,414.l.153035
414.p.34207,34207,Isiah Pacheco,Kansas City Chiefs,nfl.p.34207,RB,8,139.00,414.l.153035
414.p.31210,31210,Richie James,Kansas City Chiefs,nfl.p.31210,WR,8,138.50,414.l.153035
414.p.25881,25881,Greg Zuerlein,New York Jets,nfl.p.25881,K,10,138.00,414.l.153035
414.p.33781,33781,Riley Patterson,Detroit Lions,nfl.p.33781,K,6,138.00,414.l.153035
414.p.32417,32417,Chase McLaughlin,Tampa Bay Buccaneers,nfl.p.32417,K,11,137.00,414.l.153035
414.p.31928,31928,Dawson Knox,Buffalo Bills,nfl.p.31928,TE,17,135.70,414.l.153035
414.p.33113,33113,Juwan Johnson,New Orleans Saints,nfl.p.33113,TE,14,134.80,414.l.153035
414.p.100008,100008,Detroit,Detroit Lions,nfl.p.100008,DEF,6,133.00,414.l.153035
414.p.31977,31977,Matt Gay,Indianapolis Colts,nfl.p.31977,K,14,132.00,414.l.153035
414.p.31127,31127,Tyler Conklin,New York Jets,nfl.p.31127,TE,10,131.50,414.l.153035
414.p.31199,31199,Jason Sanders,Miami Dolphins,nfl.p.31199,K,11,131.00,414.l.153035
414.p.30202,30202,D'Onta Foreman,Chicago Bears,nfl.p.30202,RB,14,131.00,414.l.153035
414.p.29792,29792,Ka'imi Fairbairn,Houston Texans,nfl.p.29792,K,6,131.00,414.l.153035
414.p.33971,33971,Jahan Dotson,Washington Commanders,nfl.p.33971,WR,14,130.60,414.l.153035
414.p.32003,32003,Darius Slayton,New York Giants,nfl.p.32003,WR,9,130.40,414.l.153035
414.p.27120,27120,Brandon McManus,Jacksonville Jaguars,nfl.p.27120,K,11,130.00,414.l.153035
414.p.9520,9520,Ryan Succop,Tampa Bay Buccaneers,nfl.p.9520,K,11,130.00,414.l.153035
414.p.33495,33495,Michael Carter,New York Jets,nfl.p.33495,RB,10,128.00,414.l.153035
414.p.31538,31538,Greg Joseph,Minnesota Vikings,nfl.p.31538,K,7,127.00,414.l.153035
414.p.30199,30199,Kareem Hunt,Cleveland Browns,nfl.p.30199,RB,9,126.80,414.l.153035
414.p.28839,28839,Taylor Heinicke,Atlanta Falcons,nfl.p.28839,QB,14,125.96,414.l.153035
414.p.31164,31164,Russell Gage,Tampa Bay Buccaneers,nfl.p.31164,WR,11,125.60,414.l.153035
414.p.30971,30971,Baker Mayfield,Tampa Bay Buccaneers,nfl.p.30971,QB,11,125.42,414.l.153035
414.p.33537,33537,Evan McPherson,Cincinnati Bengals,nfl.p.33537,K,17,125.00,414.l.153035
414.p.31852,31852,Noah Fant,Seattle Seahawks,nfl.p.31852,TE,11,122.60,414.l.153035
414.p.31144,31144,Marquez Valdes-Scantling,Kansas City Chiefs,nfl.p.31144,WR,8,122.40,414.l.153035
414.p.30285,30285,Isaiah McKenzie,Indianapolis Colts,nfl.p.30285,WR,14,119.80,414.l.153035
414.p.30266,30266,Jake Elliott,Philadelphia Eagles,nfl.p.30266,K,7,119.00,414.l.153035
414.p.31068,31068,Jordan Akins,Cleveland Browns,nfl.p.31068,TE,9,118.50,414.l.153035
414.p.29631,29631,Kalif Raymond,Detroit Lions,nfl.p.29631,WR,6,118.20,414.l.153035
414.p.8447,8447,Mason Crosby,Green Bay Packers,nfl.p.8447,K,14,118.00,414.l.153035
414.p.33605,33605,Khalil Herbert,Chicago Bears,nfl.p.33605,RB,14,117.80,414.l.153035
414.p.26664,26664,Robert Woods,Houston Texans,nfl.p.26664,WR,6,117.70,414.l.153035
414.p.100001,100001,Atlanta,Atlanta Falcons,nfl.p.100001,DEF,14,117.50,414.l.153035
414.p.33991,33991,Breece Hall,New York Jets,nfl.p.33991,RB,10,117.10,414.l.153035
414.p.31366,31366,Michael Badgley,Detroit Lions,nfl.p.31366,K,6,117.00,414.l.153035
414.p.25876,25876,Marvin Jones Jr.,Detroit Lions,nfl.p.25876,WR,6,116.90,414.l.153035
414.p.30352,30352,Noah Brown,Houston Texans,nfl.p.30352,WR,6,116.50,414.l.153035
414.p.28947,28947,DeAndre Carter,Las Vegas Raiders,nfl.p.28947,WR,6,116.30,414.l.153035
414.p.32762,32762,Devin Duvernay,Baltimore Ravens,nfl.p.32762,WR,10,116.10,414.l.153035
414.p.34080,34080,Cade York,Cleveland Browns,nfl.p.34080,K,9,116.00,414.l.153035
414.p.26658,26658,Zach Ertz,Arizona Cardinals,nfl.p.26658,TE,13,115.60,414.l.153035
414.p.29341,29341,Chris Moore,Tennessee Titans,nfl.p.29341,WR,6,115.10,414.l.153035
414.p.32523,32523,Greg Dortch,Arizona Cardinals,nfl.p.32523,WR,13,115.10,414.l.153035
414.p.29236,29236,Carson Wentz,Washington Commanders,nfl.p.29236,QB,14,114.80,414.l.153035
414.p.9265,9265,Matthew Stafford,Los Angeles Rams,nfl.p.9265,QB,7,114.38,414.l.153035
414.p.100013,100013,Las Vegas,Las Vegas Raiders,nfl.p.100013,DEF,6,113.50,414.l.153035
414.p.34054,34054,Brian Robinson,Washington Commanders,nfl.p.34054,RB,14,112.70,414.l.153035
414.p.34008,34008,Alec Pierce,Indianapolis Colts,nfl.p.34008,WR,14,112.30,414.l.153035
414.p.32123,32123,Olamide Zaccheaus,Philadelphia Eagles,nfl.p.32123,WR,7,112.00,414.l.153035
414.p.29754,29754,Wil Lutz,New Orleans Saints,nfl.p.29754,K,14,112.00,414.l.153035
414.p.30777,30777,Robert Tonyan,Chicago Bears,nfl.p.30777,TE,14,112.00,414.l.153035
414.p.32384,32384,Joey Slye,Washington Commanders,nfl.p.32384,K,14,110.00,414.l.153035
414.p.34019,34019,James Cook,Buffalo Bills,nfl.p.34019,RB,17,107.70,414.l.153035
414.p.32719,32719,Chase Claypool,Chicago Bears,nfl.p.32719,WR,14,107.04,414.l.153035
414.p.34218,34218,Brock Purdy,San Francisco 49ers,nfl.p.34218,QB,9,106.26,414.l.153035
414.p.29360,29360,Demarcus Robinson,Los Angeles Rams,nfl.p.29360,WR,7,105.80,414.l.153035
414.p.30995,30995,Hayden Hurst,Carolina Panthers,nfl.p.30995,TE,13,105.40,414.l.153035
414.p.31051,31051,Michael Gallup,Dallas Cowboys,nfl.p.31051,WR,9,105.40,414.l.153035
414.p.29307,29307,Kenyan Drake,Baltimore Ravens,nfl.p.29307,RB,10,104.10,414.l.153035
414.p.30230,30230,Josh Reynolds,Detroit Lions,nfl.p.30230,WR,6,103.90,414.l.153035
414.p.29269,29269,Hunter Henry,New England Patriots,nfl.p.29269,TE,10,103.90,414.l.153035
414.p.34088,34088,Romeo Doubs,Green Bay Packers,nfl.p.34088,WR,14,103.60,414.l.153035
414.p.28402,28402,DeVante Parker,New England Patriots,nfl.p.28402,WR,10,102.90,414.l.153035
414.p.32877,32877,Isaiah Hodgins,New York Giants,nfl.p.32877,WR,9,102.20,414.l.153035
414.p.32843,32843,Darnell Mooney,Chicago Bears,nfl.p.32843,WR,14,101.50,414.l.153035
414.p.33390,33390,Zach Wilson,New York Jets,nfl.p.33390,QB,10,100.92,414.l.153035
414.p.34659,34659,Rashid Shaheed,New Orleans Saints,nfl.p.34659,WR,14,100.50,414.l.153035
414.p.28227,28227,Cairo Santos,Chicago Bears,nfl.p.28227,K,14,99.00,414.l.153035
414.p.32702,32702,Clyde Edwards-Helaire,Kansas City Chiefs,nfl.p.32702,RB,8,98.30,414.l.153035
414.p.31012,31012,Mike Gesicki,New England Patriots,nfl.p.31012,TE,10,98.20,414.l.153035
414.p.31031,31031,DJ Chark,Carolina Panthers,nfl.p.31031,WR,13,98.20,414.l.153035
414.p.30346,30346,Harrison Butker,Kansas City Chiefs,nfl.p.30346,K,8,98.00,414.l.153035
414.p.8565,8565,Matt Prater,Arizona Cardinals,nfl.p.8565,K,13,98.00,414.l.153035
414.p.30118,30118,Corey Davis,New York Jets,nfl.p.30118,WR,10,97.60,414.l.153035
414.p.29315,29315,Austin Hooper,Las Vegas Raiders,nfl.p.29315,TE,6,97.40,414.l.153035
414.p.34099,34099,Chigoziem Okonkwo,Tennessee Titans,nfl.p.34099,TE,6,97.20,414.l.153035
414.p.33477,33477,Nico Collins,Houston Texans,nfl.p.33477,WR,6,97.10,414.l.153035
414.p.28188,28188,Chris Boswell,Pittsburgh Steelers,nfl.p.28188,K,9,96.00,414.l.153035
414.p.33973,33973,Treylon Burks,Tennessee Titans,nfl.p.33973,WR,6,94.10,414.l.153035
414.p.34344,34344,Cameron Dicker,Los Angeles Chargers,nfl.p.34344,K,8,94.00,414.l.153035
414.p.31888,31888,Mecole Hardman Jr.,New York Jets,nfl.p.31888,WR,10,93.80,414.l.153035
414.p.34447,34447,Jaylen Warren,Pittsburgh Steelers,nfl.p.34447,RB,9,93.30,414.l.153035
414.p.34062,34062,Cade Otton,Tampa Bay Buccaneers,nfl.p.34062,TE,11,93.10,414.l.153035
414.p.100003,100003,Chicago,Chicago Bears,nfl.p.100003,DEF,14,93.00,414.l.153035
414.p.34095,34095,Isaiah Likely,Baltimore Ravens,nfl.p.34095,TE,10,91.30,414.l.153035
414.p.28403,28403,Melvin Gordon,Kansas City Chiefs,nfl.p.28403,RB,8,91.10,414.l.153035
414.p.31919,31919,Damien Harris,Buffalo Bills,nfl.p.31919,RB,17,90.90,414.l.153035
414.p.30973,30973,Sam Darnold,San Francisco 49ers,nfl.p.30973,QB,9,90.32,414.l.153035
414.p.26701,26701,Marquise Goodwin,Cleveland Browns,nfl.p.26701,WR,9,90.20,414.l.153035
414.p.33514,33514,Chuba Hubbard,Carolina Panthers,nfl.p.33514,RB,13,89.70,414.l.153035
414.p.32892,32892,Eno Benjamin,New Orleans Saints,nfl.p.32892,RB,14,89.60,414.l.153035
414.p.33138,33138,James Robinson,Jacksonville Jaguars,nfl.p.33138,RB,11,88.60,414.l.153035
414.p.31934,31934,Alexander Mattison,Minnesota Vikings,nfl.p.31934,RB,7,88.40,414.l.153035
414.p.30551,30551,Kendrick Bourne,New England Patriots,nfl.p.30551,WR,10,88.30,414.l.153035
414.p.33422,33422,Elijah Moore,Cleveland Browns,nfl.p.33422,WR,9,88.10,414.l.153035
414.p.33437,33437,Rondale Moore,Arizona Cardinals,nfl.p.33437,WR,13,87.90,414.l.153035
414.p.33538,33538,Kenneth Gainwell,Philadelphia Eagles,nfl.p.33538,RB,7,87.90,414.l.153035
414.p.31969,31969,Foster Moreau,New Orleans Saints,nfl.p.31969,TE,14,87.20,414.l.153035
