date,player_key,player_id,player,source_type,transaction_type,source_team_key,source_team_name,destination_team_key,destination_team_name
2022-12-21 01:39:45,414.p.32846,32846,K.J. Osborn,waivers,add,,,414.l.153035.t.1,F.Y.H.
2022-12-21 01:39:45,414.p.28457,28457,Tyler Lockett,team,drop,414.l.153035.t.1,F.Y.H.,,
2022-12-21 01:39:45,414.p.32756,32756,Zack Moss,waivers,add,,,414.l.153035.t.12,WARREN MOON
2022-12-21 01:39:45,414.p.100004,100004,Cincinnati,waivers,add,,,414.l.153035.t.8,Poon Monsoon
2022-12-21 01:39:45,414.p.100005,100005,Cleveland,waivers,add,,,414.l.153035.t.1,F.Y.H.
2022-12-21 01:39:45,414.p.100022,100022,Arizona,team,drop,414.l.153035.t.1,F.Y.H.,,
2022-12-20 15:51:50,414.p.32762,32762,Devin Duvernay,team,drop,414.l.153035.t.8,Poon Monsoon,,
2022-12-20 09:04:13,414.p.29307,29307,Kenyan Drake,team,drop,414.l.153035.t.8,Poon Monsoon,,
2022-12-16 03:02:14,414.p.30995,30995,Hayden Hurst,team,drop,414.l.153035.t.6,Greek Magic,,
2022-12-14 22:41:06,414.p.29269,29269,Hunter Henry,team,drop,414.l.153035.t.3,Big Ditkas,,
2022-12-14 19:40:01,414.p.30426,30426,Younghoe Koo,freeagents,add,,,414.l.153035.t.4,Romo-Erotica
2022-12-14 19:40:01,414.p.28378,28378,Jason Myers,team,drop,414.l.153035.t.4,Romo-Erotica,,
2022-12-14 19:36:30,414.p.30182,30182,Cooper Kupp,team,drop,414.l.153035.t.4,Romo-Erotica,,
2022-12-14 05:45:27,414.p.31141,31141,Mike White,freeagents,add,,,414.l.153035.t.1,F.Y.H.
2022-12-14 05:45:27,414.p.31833,31833,Kyler Murray,team,drop,414.l.153035.t.1,F.Y.H.,,
2022-12-14 02:52:03,414.p.30266,30266,Jake Elliott,waivers,add,,,414.l.153035.t.2,Yordong
2022-12-14 02:52:03,414.p.31199,31199,Jason Sanders,team,drop,414.l.153035.t.2,Yordong,,
2022-12-14 02:52:03,414.p.31127,31127,Tyler Conklin,waivers,add,,,414.l.153035.t.10,The Hebrew Hammer
2022-12-14 02:52:03,414.p.31969,31969,Foster Moreau,team,drop,414.l.153035.t.10,The Hebrew Hammer,,
2022-12-14 02:52:03,414.p.100009,100009,Green Bay,waivers,add,,,414.l.153035.t.2,Yordong
2022-12-14 02:52:03,414.p.100014,100014,Los Angeles,team,drop,414.l.153035.t.2,Yordong,,
2022-12-11 17:59:16,414.p.29288,29288,Tyler Boyd,team,drop,414.l.153035.t.12,WARREN MOON,,
2022-12-11 10:21:42,414.p.33973,33973,Treylon Burks,team,drop,414.l.153035.t.2,Yordong,,
2022-12-08 19:23:44,414.p.34099,34099,Chigoziem Okonkwo,freeagents,add,,,414.l.153035.t.4,Romo-Erotica
2022-12-08 19:23:44,414.p.33477,33477,Nico Collins,team,drop,414.l.153035.t.4,Romo-Erotica,,
2022-12-08 15:17:55,414.p.32722,32722,Cam Akers,freeagents,add,,,414.l.153035.t.12,WARREN MOON
2022-12-08 15:17:55,414.p.33199,33199,JaMycal Hasty,team,drop,414.l.153035.t.12,WARREN MOON,,
2022-12-08 07:19:06,414.p.30285,30285,Isaiah McKenzie,freeagents,add,,,414.l.153035.t.2,Yordong
2022-12-08 07:19:06,414.p.100020,100020,New York,team,drop,414.l.153035.t.2,Yordong,,
2022-12-08 07:15:46,414.p.31199,31199,Jason Sanders,freeagents,add,,,414.l.153035.t.2,Yordong
2022-12-08 07:15:46,414.p.32384,32384,Joey Slye,team,drop,414.l.153035.t.2,Yordong,,
2022-12-08 07:14:41,414.p.100014,100014,Los Angeles,freeagents,add,,,414.l.153035.t.2,Yordong
2022-12-08 07:14:41,414.p.100019,100019,New York,team,drop,414.l.153035.t.2,Yordong,,
2022-12-07 19:37:31,414.p.100022,100022,Arizona,freeagents,add,,,414.l.153035.t.1,F.Y.H.
2022-12-07 19:37:31,414.p.100001,100001,Atlanta,team,drop,414.l.153035.t.1,F.Y.H.,,
2022-12-07 08:37:33,414.p.33514,33514,Chuba Hubbard,freeagents,add,,,414.l.153035.t.10,The Hebrew Hammer
2022-12-07 08:37:12,414.p.9526,9526,Graham Gano,freeagents,add,,,414.l.153035.t.10,The Hebrew Hammer
2022-12-07 08:37:12,414.p.30426,30426,Younghoe Koo,team,drop,414.l.153035.t.10,The Hebrew Hammer,,
2022-12-07 08:15:50,414.p.34036,34036,Greg Dulcich,freeagents,add,,,414.l.153035.t.6,Greek Magic
2022-12-07 08:14:32,414.p.33138,33138,James Robinson,team,drop,414.l.153035.t.6,Greek Magic,,
2022-12-07 08:14:01,414.p.31031,31031,DJ Chark,freeagents,add,,,414.l.153035.t.6,Greek Magic
2022-12-07 08:11:50,414.p.27589,27589,Allen Robinson II,team,drop,414.l.153035.t.6,Greek Magic,,
2022-12-07 04:12:22,414.p.33477,33477,Nico Collins,freeagents,add,,,414.l.153035.t.4,Romo-Erotica
2022-12-07 04:12:22,414.p.32727,32727,Van Jefferson,team,drop,414.l.153035.t.4,Romo-Erotica,,
2022-12-07 04:11:36,414.p.34007,34007,George Pickens,freeagents,add,,,414.l.153035.t.4,Romo-Erotica
2022-12-07 04:11:36,414.p.31010,31010,Courtland Sutton,team,drop,414.l.153035.t.4,Romo-Erotica,,
2022-12-07 01:29:20,414.p.100010,100010,Tennessee,waivers,add,,,414.l.153035.t.6,Greek Magic
2022-12-07 01:29:20,414.p.100011,100011,Indianapolis,team,drop,414.l.153035.t.6,Greek Magic,,
2022-12-07 01:29:20,414.p.31898,31898,Diontae Johnson,waivers,add,,,414.l.153035.t.8,Poon Monsoon
2022-12-07 01:29:20,414.p.34019,34019,James Cook,waivers,add,,,414.l.153035.t.9,Spark that Spliff
2022-12-07 01:29:20,414.p.100013,100013,Las Vegas,waivers,add,,,414.l.153035.t.11,The Moose Knucklers
2022-12-07 01:29:20,414.p.100009,100009,Green Bay,team,drop,414.l.153035.t.11,The Moose Knucklers,,
2022-12-06 07:20:52,414.p.100005,100005,Cleveland,team,drop,414.l.153035.t.9,Spark that Spliff,,
2022-12-04 13:48:26,414.p.34007,34007,George Pickens,team,drop,414.l.153035.t.9,Spark that Spliff,,
2022-12-04 09:37:09,414.p.32018,32018,Ty Johnson,freeagents,add,,,414.l.153035.t.7,Johnny Utah
2022-12-04 09:37:09,414.p.27591,27591,Jarvis Landry,team,drop,414.l.153035.t.7,Johnny Utah,,
2022-12-04 09:34:30,414.p.33973,33973,Treylon Burks,freeagents,add,,,414.l.153035.t.2,Yordong
2022-12-04 09:34:30,414.p.28390,28390,Marcus Mariota,team,drop,414.l.153035.t.2,Yordong,,
2022-12-04 09:26:44,414.p.28947,28947,DeAndre Carter,freeagents,add,,,414.l.153035.t.2,Yordong
2022-12-04 09:26:44,414.p.31898,31898,Diontae Johnson,team,drop,414.l.153035.t.2,Yordong,,
2022-12-04 09:22:31,414.p.28654,28654,Raheem Mostert,freeagents,add,,,414.l.153035.t.11,The Moose Knucklers
2022-12-04 09:17:06,414.p.28403,28403,Melvin Gordon,team,drop,414.l.153035.t.11,The Moose Knucklers,,
2022-12-04 09:15:44,414.p.31366,31366,Michael Badgley,freeagents,add,,,414.l.153035.t.11,The Moose Knucklers
2022-12-04 09:15:44,414.p.30266,30266,Jake Elliott,team,drop,414.l.153035.t.11,The Moose Knucklers,,
2022-12-01 15:46:43,414.p.100019,100019,New York,freeagents,add,,,414.l.153035.t.2,Yordong
2022-12-01 15:46:43,414.p.100004,100004,Cincinnati,team,drop,414.l.153035.t.2,Yordong,,
2022-11-30 07:56:36,414.p.33199,33199,JaMycal Hasty,freeagents,add,,,414.l.153035.t.12,WARREN MOON
2022-11-30 07:56:36,414.p.28654,28654,Raheem Mostert,team,drop,414.l.153035.t.12,WARREN MOON,,
2022-11-30 06:37:15,414.p.32003,32003,Darius Slayton,freeagents,add,,,414.l.153035.t.1,F.Y.H.
2022-11-30 06:37:15,414.p.33998,33998,Wan'Dale Robinson,team,drop,414.l.153035.t.1,F.Y.H.,,
2022-11-30 06:36:53,414.p.34357,34357,Zonovan Knight,freeagents,add,,,414.l.153035.t.1,F.Y.H.
2022-11-30 06:36:53,414.p.33605,33605,Khalil Herbert,team,drop,414.l.153035.t.1,F.Y.H.,,
2022-11-30 06:36:18,414.p.100001,100001,Atlanta,freeagents,add,,,414.l.153035.t.1,F.Y.H.
2022-11-30 06:36:18,414.p.100015,100015,Miami,team,drop,414.l.153035.t.1,F.Y.H.,,
2022-11-30 06:35:38,414.p.34344,34344,Cameron Dicker,freeagents,add,,,414.l.153035.t.1,F.Y.H.
2022-11-30 06:35:38,414.p.25871,25871,Randy Bullock,team,drop,414.l.153035.t.1,F.Y.H.,,
2022-11-30 02:15:55,414.p.100026,100026,Seattle,waivers,add,,,414.l.153035.t.10,The Hebrew Hammer
2022-11-30 02:15:55,414.p.100029,100029,Carolina,team,drop,414.l.153035.t.10,The Hebrew Hammer,,
2022-11-30 02:15:55,414.p.100005,100005,Cleveland,waivers,add,,,414.l.153035.t.9,Spark that Spliff
2022-11-30 02:15:55,414.p.32722,32722,Cam Akers,team,drop,414.l.153035.t.9,Spark that Spliff,,
2022-11-30 02:15:55,414.p.29269,29269,Hunter Henry,waivers,add,,,414.l.153035.t.3,Big Ditkas
2022-11-30 02:15:55,414.p.31891,31891,Parris Campbell,team,drop,414.l.153035.t.3,Big Ditkas,,
2022-11-30 02:15:55,414.p.34120,34120,Kyren Williams,waivers,add,,,414.l.153035.t.11,The Moose Knucklers
2022-11-29 12:44:39,414.p.32843,32843,Darnell Mooney,team,drop,414.l.153035.t.11,The Moose Knucklers,,
2022-11-28 17:55:41,414.p.33582,33582,Elijah Mitchell,team,drop,414.l.153035.t.9,Spark that Spliff,,
2022-11-27 08:52:01,414.p.31104,31104,Chase Edmonds,team,drop,414.l.153035.t.8,Poon Monsoon,,
2022-11-27 08:42:37,414.p.27540,27540,Odell Beckham Jr.,team,drop,414.l.153035.t.12,WARREN MOON,,
2022-11-26 08:45:27,414.p.30157,30157,Gerald Everett,freeagents,add,,,414.l.153035.t.9,Spark that Spliff
2022-11-26 08:45:27,414.p.34036,34036,Greg Dulcich,team,drop,414.l.153035.t.9,Spark that Spliff,,
2022-11-25 15:11:43,414.p.31891,31891,Parris Campbell,freeagents,add,,,414.l.153035.t.3,Big Ditkas
2022-11-25 15:11:43,414.p.33408,33408,Kadarius Toney,team,drop,414.l.153035.t.3,Big Ditkas,,
2022-11-24 12:44:10,414.p.100023,100023,Pittsburgh,freeagents,add,,,414.l.153035.t.5,Fuck Yas all
2022-11-24 12:44:10,414.p.100014,100014,Los Angeles,team,drop,414.l.153035.t.5,Fuck Yas all,,
2022-11-24 08:05:23,414.p.32722,32722,Cam Akers,freeagents,add,,,414.l.153035.t.9,Spark that Spliff
2022-11-23 16:28:13,414.p.100029,100029,Carolina,freeagents,add,,,414.l.153035.t.10,The Hebrew Hammer
2022-11-23 16:28:13,414.p.100013,100013,Las Vegas,team,drop,414.l.153035.t.10,The Hebrew Hammer,,
2022-11-23 14:25:43,414.p.100027,100027,Tampa Bay,freeagents,add,,,414.l.153035.t.6,Greek Magic
2022-11-23 14:25:43,414.p.33538,33538,Kenneth Gainwell,team,drop,414.l.153035.t.6,Greek Magic,,
2022-11-23 14:24:17,414.p.100011,100011,Indianapolis,freeagents,add,,,414.l.153035.t.6,Greek Magic
2022-11-23 14:24:17,414.p.32003,32003,Darius Slayton,team,drop,414.l.153035.t.6,Greek Magic,,
2022-11-23 07:12:58,414.p.100015,100015,Miami,freeagents,add,,,414.l.153035.t.1,F.Y.H.
2022-11-23 07:12:58,414.p.100019,100019,New York,team,drop,414.l.153035.t.1,F.Y.H.,,
2022-11-23 06:39:56,414.p.28378,28378,Jason Myers,freeagents,add,,,414.l.153035.t.4,Romo-Erotica
2022-11-23 06:39:56,414.p.9526,9526,Graham Gano,team,drop,414.l.153035.t.4,Romo-Erotica,,
2022-11-23 01:23:19,414.p.32384,32384,Joey Slye,waivers,add,,,414.l.153035.t.2,Yordong
2022-11-23 01:23:19,414.p.7520,7520,Robbie Gould,team,drop,414.l.153035.t.2,Yordong,,
2022-11-23 01:23:19,414.p.100012,100012,Kansas City,waivers,add,,,414.l.153035.t.4,Romo-Erotica
2022-11-23 01:23:19,414.p.33392,33392,Kyle Pitts,team,drop,414.l.153035.t.4,Romo-Erotica,,
2022-11-23 01:23:19,414.p.30227,30227,Samaje Perine,waivers,add,,,414.l.153035.t.2,Yordong
2022-11-23 01:23:19,414.p.31074,31074,Nyheim Hines,team,drop,414.l.153035.t.2,Yordong,,
2022-11-22 05:29:07,414.p.25785,25785,Russell Wilson,team,drop,414.l.153035.t.9,Spark that Spliff,,
2022-11-20 08:15:46,414.p.31919,31919,Damien Harris,freeagents,add,,,414.l.153035.t.11,The Moose Knucklers
2022-11-20 08:15:46,414.p.31934,31934,Alexander Mattison,team,drop,414.l.153035.t.11,The Moose Knucklers,,
2022-11-20 08:03:43,414.p.34036,34036,Greg Dulcich,freeagents,add,,,414.l.153035.t.9,Spark that Spliff
2022-11-20 08:03:43,414.p.30157,30157,Gerald Everett,team,drop,414.l.153035.t.9,Spark that Spliff,,
2022-11-19 17:58:20,414.p.100014,100014,Los Angeles,freeagents,add,,,414.l.153035.t.5,Fuck Yas all
2022-11-19 17:58:20,414.p.100022,100022,Arizona,team,drop,414.l.153035.t.5,Fuck Yas all,,
2022-11-19 01:16:19,414.p.31137,31137,Daniel Carlson,waivers,add,,,414.l.153035.t.6,Greek Magic
2022-11-19 01:16:19,414.p.9520,9520,Ryan Succop,team,drop,414.l.153035.t.6,Greek Magic,,
2022-11-19 01:16:19,414.p.28390,28390,Marcus Mariota,waivers,add,,,414.l.153035.t.2,Yordong
2022-11-19 01:16:19,414.p.27590,27590,Jimmy Garoppolo,team,drop,414.l.153035.t.2,Yordong,,
2022-11-18 23:14:42,414.p.27591,27591,Jarvis Landry,freeagents,add,,,414.l.153035.t.7,Johnny Utah
2022-11-18 23:14:42,414.p.28947,28947,DeAndre Carter,team,drop,414.l.153035.t.7,Johnny Utah,,
2022-11-18 08:20:41,414.p.32003,32003,Darius Slayton,freeagents,add,,,414.l.153035.t.6,Greek Magic
2022-11-18 08:20:41,414.p.31888,31888,Mecole Hardman Jr.,team,drop,414.l.153035.t.6,Greek Magic,,
2022-11-17 09:23:32,414.p.31424,31424,Gus Edwards,freeagents,add,,,414.l.153035.t.3,Big Ditkas
2022-11-17 09:23:32,414.p.34120,34120,Kyren Williams,team,drop,414.l.153035.t.3,Big Ditkas,,
2022-11-17 09:19:26,414.p.27648,27648,Logan Thomas,freeagents,add,,,414.l.153035.t.5,Fuck Yas all
2022-11-17 09:19:26,414.p.31977,31977,Matt Gay,team,drop,414.l.153035.t.5,Fuck Yas all,,
2022-11-16 13:12:43,414.p.34207,34207,Isiah Pacheco,freeagents,add,,,414.l.153035.t.4,Romo-Erotica
2022-11-16 13:12:43,414.p.100010,100010,Tennessee,team,drop,414.l.153035.t.4,Romo-Erotica,,
2022-11-16 07:53:05,414.p.28947,28947,DeAndre Carter,freeagents,add,,,414.l.153035.t.7,Johnny Utah
2022-11-16 07:44:50,414.p.100020,100020,New York,freeagents,add,,,414.l.153035.t.2,Yordong
2022-11-16 07:44:50,414.p.100014,100014,Los Angeles,team,drop,414.l.153035.t.2,Yordong,,
2022-11-16 07:38:34,414.p.32857,32857,Donovan Peoples-Jones,freeagents,add,,,414.l.153035.t.2,Yordong
2022-11-16 07:38:34,414.p.29631,29631,Kalif Raymond,team,drop,414.l.153035.t.2,Yordong,,
2022-11-16 07:36:07,414.p.7520,7520,Robbie Gould,freeagents,add,,,414.l.153035.t.2,Yordong
2022-11-16 07:36:07,414.p.34344,34344,Cameron Dicker,team,drop,414.l.153035.t.2,Yordong,,
2022-11-16 07:31:01,414.p.8432,8432,Nick Folk,freeagents,add,,,414.l.153035.t.7,Johnny Utah
2022-11-16 07:31:01,414.p.31199,31199,Jason Sanders,team,drop,414.l.153035.t.7,Johnny Utah,,
2022-11-16 01:29:05,414.p.100028,100028,Washington,waivers,add,,,414.l.153035.t.6,Greek Magic
2022-11-16 01:29:05,414.p.100015,100015,Miami,team,drop,414.l.153035.t.6,Greek Magic,,
2022-11-16 01:29:05,414.p.32727,32727,Van Jefferson,waivers,add,,,414.l.153035.t.4,Romo-Erotica
2022-11-16 01:29:05,414.p.28390,28390,Marcus Mariota,team,drop,414.l.153035.t.4,Romo-Erotica,,
2022-11-16 01:29:05,414.p.25785,25785,Russell Wilson,waivers,add,,,414.l.153035.t.9,Spark that Spliff
2022-11-16 01:29:05,414.p.34036,34036,Greg Dulcich,team,drop,414.l.153035.t.9,Spark that Spliff,,
2022-11-16 01:29:05,414.p.31969,31969,Foster Moreau,waivers,add,,,414.l.153035.t.10,The Hebrew Hammer
2022-11-16 01:29:05,414.p.26658,26658,Zach Ertz,team,drop,414.l.153035.t.10,The Hebrew Hammer,,
2022-11-16 01:29:05,414.p.27589,27589,Allen Robinson II,waivers,add,,,414.l.153035.t.6,Greek Magic
2022-11-16 01:29:05,414.p.30614,30614,Taysom Hill,team,drop,414.l.153035.t.6,Greek Magic,,
2022-11-16 01:29:05,414.p.100017,100017,New England,waivers,add,,,414.l.153035.t.4,Romo-Erotica
2022-11-16 01:29:05,414.p.100012,100012,Kansas City,team,drop,414.l.153035.t.4,Romo-Erotica,,
2022-11-16 01:29:05,414.p.33989,33989,Christian Watson,waivers,add,,,414.l.153035.t.9,Spark that Spliff
2022-11-16 01:29:05,414.p.33537,33537,Evan McPherson,waivers,add,,,414.l.153035.t.8,Poon Monsoon
2022-11-16 01:29:05,414.p.31137,31137,Daniel Carlson,team,drop,414.l.153035.t.8,Poon Monsoon,,
2022-11-15 13:30:15,414.p.25812,25812,Kirk Cousins,team,trade,414.l.153035.t.3,Big Ditkas,414.l.153035.t.7,Johnny Utah
2022-11-15 13:30:15,414.p.30218,30218,James Conner,team,trade,414.l.153035.t.3,Big Ditkas,414.l.153035.t.7,Johnny Utah
2022-11-15 13:30:15,414.p.29344,29344,Tyler Higbee,team,trade,414.l.153035.t.3,Big Ditkas,414.l.153035.t.7,Johnny Utah
2022-11-15 13:30:15,414.p.31905,31905,David Montgomery,team,trade,414.l.153035.t.7,Johnny Utah,414.l.153035.t.3,Big Ditkas
2022-11-15 13:30:15,414.p.31019,31019,Dallas Goedert,team,trade,414.l.153035.t.7,Johnny Utah,414.l.153035.t.3,Big Ditkas
2022-11-15 13:30:15,414.p.32723,32723,Jalen Hurts,team,trade,414.l.153035.t.7,Johnny Utah,414.l.153035.t.3,Big Ditkas
2022-11-13 17:04:23,414.p.32892,32892,Eno Benjamin,team,drop,414.l.153035.t.9,Spark that Spliff,,
2022-11-13 13:13:34,414.p.33582,33582,Elijah Mitchell,freeagents,add,,,414.l.153035.t.9,Spark that Spliff
2022-11-13 13:13:34,414.p.33537,33537,Evan McPherson,team,drop,414.l.153035.t.9,Spark that Spliff,,
2022-11-13 13:08:33,414.p.27564,27564,Derek Carr,freeagents,add,,,414.l.153035.t.11,The Moose Knucklers
2022-11-13 13:08:33,414.p.9265,9265,Matthew Stafford,team,drop,414.l.153035.t.11,The Moose Knucklers,,
2022-11-13 08:30:57,414.p.34344,34344,Cameron Dicker,freeagents,add,,,414.l.153035.t.2,Yordong
2022-11-13 08:30:57,414.p.8565,8565,Matt Prater,team,drop,414.l.153035.t.2,Yordong,,
2022-11-12 09:21:25,414.p.100025,100025,San Francisco,freeagents,add,,,414.l.153035.t.9,Spark that Spliff
2022-11-12 09:21:25,414.p.100018,100018,New Orleans,team,drop,414.l.153035.t.9,Spark that Spliff,,
2022-11-12 01:15:21,414.p.31051,31051,Michael Gallup,waivers,add,,,414.l.153035.t.10,The Hebrew Hammer
2022-11-12 01:15:21,414.p.31981,31981,Hunter Renfrow,team,drop,414.l.153035.t.10,The Hebrew Hammer,,
2022-11-12 01:15:21,414.p.30614,30614,Taysom Hill,waivers,add,,,414.l.153035.t.6,Greek Magic
2022-11-12 01:15:21,414.p.31969,31969,Foster Moreau,team,drop,414.l.153035.t.6,Greek Magic,,
2022-11-11 18:25:07,414.p.100013,100013,Las Vegas,freeagents,add,,,414.l.153035.t.10,The Hebrew Hammer
2022-11-11 18:25:07,414.p.100017,100017,New England,team,drop,414.l.153035.t.10,The Hebrew Hammer,,
2022-11-10 14:48:31,414.p.31838,31838,Daniel Jones,freeagents,add,,,414.l.153035.t.6,Greek Magic
2022-11-10 14:48:31,414.p.100011,100011,Indianapolis,team,drop,414.l.153035.t.6,Greek Magic,,
2022-11-10 14:42:30,414.p.31969,31969,Foster Moreau,freeagents,add,,,414.l.153035.t.6,Greek Magic
2022-11-10 14:41:48,414.p.29281,29281,Michael Thomas,team,drop,414.l.153035.t.6,Greek Magic,,
2022-11-09 11:10:38,414.p.31977,31977,Matt Gay,freeagents,add,,,414.l.153035.t.5,Fuck Yas all
2022-11-09 11:10:38,414.p.100025,100025,San Francisco,team,drop,414.l.153035.t.5,Fuck Yas all,,
2022-11-09 11:06:42,414.p.27369,27369,Brett Maher,freeagents,add,,,414.l.153035.t.9,Spark that Spliff
2022-11-09 11:06:42,414.p.28378,28378,Jason Myers,team,drop,414.l.153035.t.9,Spark that Spliff,,
2022-11-09 11:03:38,414.p.34036,34036,Greg Dulcich,freeagents,add,,,414.l.153035.t.9,Spark that Spliff
2022-11-09 11:03:38,414.p.27589,27589,Allen Robinson II,team,drop,414.l.153035.t.9,Spark that Spliff,,
2022-11-09 11:01:31,414.p.100018,100018,New Orleans,freeagents,add,,,414.l.153035.t.9,Spark that Spliff
2022-11-09 11:01:31,414.p.100027,100027,Tampa Bay,team,drop,414.l.153035.t.9,Spark that Spliff,,
2022-11-09 10:58:31,414.p.28378,28378,Jason Myers,freeagents,add,,,414.l.153035.t.9,Spark that Spliff
2022-11-09 09:01:36,414.p.30153,30153,Curtis Samuel,freeagents,add,,,414.l.153035.t.3,Big Ditkas
2022-11-09 09:01:36,414.p.33798,33798,Deon Jackson,team,drop,414.l.153035.t.3,Big Ditkas,,
2022-11-09 08:24:54,414.p.27540,27540,Odell Beckham Jr.,freeagents,add,,,414.l.153035.t.12,WARREN MOON
2022-11-09 01:31:16,414.p.9526,9526,Graham Gano,waivers,add,,,414.l.153035.t.4,Romo-Erotica
2022-11-09 01:31:16,414.p.29754,29754,Wil Lutz,team,drop,414.l.153035.t.4,Romo-Erotica,,
2022-11-09 01:31:16,414.p.100019,100019,New York,waivers,add,,,414.l.153035.t.1,F.Y.H.
2022-11-09 01:31:16,414.p.100030,100030,Jacksonville,team,drop,414.l.153035.t.1,F.Y.H.,,
2022-11-09 01:31:16,414.p.29235,29235,Jared Goff,waivers,add,,,414.l.153035.t.5,Fuck Yas all
2022-11-09 01:31:16,414.p.31051,31051,Michael Gallup,team,drop,414.l.153035.t.5,Fuck Yas all,,
2022-11-09 01:31:16,414.p.100010,100010,Tennessee,waivers,add,,,414.l.153035.t.4,Romo-Erotica
2022-11-09 01:31:16,414.p.34095,34095,Isaiah Likely,team,drop,414.l.153035.t.4,Romo-Erotica,,
2022-11-09 01:31:16,414.p.32713,32713,Cole Kmet,waivers,add,,,414.l.153035.t.3,Big Ditkas
2022-11-09 01:31:16,414.p.30614,30614,Taysom Hill,team,drop,414.l.153035.t.3,Big Ditkas,,
2022-11-09 01:31:16,414.p.31104,31104,Chase Edmonds,waivers,add,,,414.l.153035.t.8,Poon Monsoon
2022-11-09 01:31:16,414.p.33732,33732,Caleb Huntley,team,drop,414.l.153035.t.8,Poon Monsoon,,
2022-11-09 01:31:16,414.p.33998,33998,Wan'Dale Robinson,waivers,add,,,414.l.153035.t.1,F.Y.H.
2022-11-09 01:31:16,414.p.34088,34088,Romeo Doubs,team,drop,414.l.153035.t.1,F.Y.H.,,
2022-11-08 06:07:18,414.p.100024,100024,Los Angeles,team,drop,414.l.153035.t.7,Johnny Utah,,
2022-11-08 06:06:16,414.p.30230,30230,Josh Reynolds,team,drop,414.l.153035.t.7,Johnny Utah,,
2022-11-07 19:41:17,414.p.32596,32596,Craig Reynolds,team,drop,414.l.153035.t.9,Spark that Spliff,,
2022-11-06 10:52:50,414.p.27624,27624,Jerick McKinnon,freeagents,add,,,414.l.153035.t.8,Poon Monsoon
2022-11-06 10:52:50,414.p.31919,31919,Damien Harris,team,drop,414.l.153035.t.8,Poon Monsoon,,
