player_key,player_id,player_name,team,nfl_player_key,position,bye_week,points,league_key
423.p.100027,100027,Tampa Bay,Tampa Bay Buccaneers,nfl.p.100027,DEF,5,197.50,423.l.129200
423.p.34447,34447,Jaylen Warren,Pittsburgh Steelers,nfl.p.34447,RB,6,196.40,423.l.129200
423.p.32010,32010,Gardner Minshew II,Las Vegas Raiders,nfl.p.32010,QB,13,196.20,423.l.129200
423.p.33412,33412,Najee Harris,Pittsburgh Steelers,nfl.p.33412,RB,6,195.50,423.l.129200
423.p.100013,100013,Las Vegas,Las Vegas Raiders,nfl.p.100013,DEF,13,195.00,423.l.129200
423.p.100023,100023,Pittsburgh,Pittsburgh Steelers,nfl.p.100023,DEF,6,191.50,423.l.129200
423.p.100012,100012,Kansas City,Kansas City Chiefs,nfl.p.100012,DEF,10,191.50,423.l.129200
423.p.40118,40118,De'Von Achane,Miami Dolphins,nfl.p.40118,RB,10,190.70,423.l.129200
423.p.31010,31010,Courtland Sutton,Denver Broncos,nfl.p.31010,WR,9,190.20,423.l.129200
423.p.100025,100025,San Francisco,San Francisco 49ers,nfl.p.100025,DEF,9,189.00,423.l.129200
423.p.100018,100018,New Orleans,New Orleans Saints,nfl.p.100018,DEF,11,188.00,423.l.129200
423.p.100011,100011,Indianapolis,Indianapolis Colts,nfl.p.100011,DEF,11,188.00,423.l.129200
423.p.31424,31424,Gus Edwards,Los Angeles Chargers,nfl.p.31424,RB,5,187.00,423.l.129200
423.p.30423,30423,Austin Ekeler,Washington Commanders,nfl.p.30423,RB,14,185.40,423.l.129200
423.p.33514,33514,Chuba Hubbard,Carolina Panthers,nfl.p.33514,RB,7,182.50,423.l.129200
423.p.34010,34010,Trey McBride,Arizona Cardinals,nfl.p.34010,TE,14,181.50,423.l.129200
423.p.32713,32713,Cole Kmet,Chicago Bears,nfl.p.32713,TE,13,181.10,423.l.129200
423.p.31856,31856,Josh Jacobs,Green Bay Packers,nfl.p.31856,RB,6,181.10,423.l.129200
423.p.33423,33423,Javonte Williams,Denver Broncos,nfl.p.33423,RB,9,179.20,423.l.129200
423.p.100034,100034,Houston,Houston Texans,nfl.p.100034,DEF,7,178.50,423.l.129200
423.p.34030,34030,Desmond Ridder,Arizona Cardinals,nfl.p.34030,QB,14,177.14,423.l.129200
423.p.34085,34085,Jake Ferguson,Dallas Cowboys,nfl.p.34085,TE,7,177.10,423.l.129200
423.p.40819,40819,Brandon Aubrey,Dallas Cowboys,nfl.p.40819,K,7,176.00,423.l.129200
423.p.29238,29238,Ezekiel Elliott,Dallas Cowboys,nfl.p.29238,RB,7,174.50,423.l.129200
423.p.34088,34088,Romeo Doubs,Green Bay Packers,nfl.p.34088,WR,6,174.40,423.l.129200
423.p.33963,33963,Drake London,Atlanta Falcons,nfl.p.33963,WR,11,174.38,423.l.129200
423.p.27548,27548,Brandin Cooks,Dallas Cowboys,nfl.p.27548,WR,7,173.20,423.l.129200
423.p.100016,100016,Minnesota,Minnesota Vikings,nfl.p.100016,DEF,13,170.00,423.l.129200
423.p.32756,32756,Zack Moss,Cincinnati Bengals,nfl.p.32756,RB,7,169.60,423.l.129200
423.p.31906,31906,Devin Singletary,New York Giants,nfl.p.31906,RB,13,167.34,423.l.129200
423.p.100030,100030,Jacksonville,Jacksonville Jaguars,nfl.p.100030,DEF,9,166.50,423.l.129200
423.p.40097,40097,Tank Dell,Houston Texans,nfl.p.40097,WR,7,165.00,423.l.129200
423.p.30182,30182,Cooper Kupp,Los Angeles Rams,nfl.p.30182,WR,10,164.40,423.l.129200
423.p.100019,100019,New York,New York Giants,nfl.p.100019,DEF,13,164.00,423.l.129200
423.p.100003,100003,Chicago,Chicago Bears,nfl.p.100003,DEF,13,163.00,423.l.129200
423.p.100026,100026,Seattle,Seattle Seahawks,nfl.p.100026,DEF,5,161.50,423.l.129200
423.p.32798,32798,Gabe Davis,Jacksonville Jaguars,nfl.p.32798,WR,9,161.40,423.l.129200
423.p.100024,100024,Los Angeles,Los Angeles Chargers,nfl.p.100024,DEF,5,161.00,423.l.129200
423.p.26534,26534,Justin Tucker,Baltimore Ravens,nfl.p.26534,K,13,159.00,423.l.129200
423.p.100009,100009,Green Bay,Green Bay Packers,nfl.p.100009,DEF,6,159.00,423.l.129200
423.p.30153,30153,Curtis Samuel,Buffalo Bills,nfl.p.30153,WR,13,157.20,423.l.129200
423.p.40126,40126,Josh Downs,Indianapolis Colts,nfl.p.40126,WR,11,157.10,423.l.129200
423.p.28378,28378,Jason Myers,Seattle Seahawks,nfl.p.28378,K,5,157.00,423.l.129200
423.p.32711,32711,Jonathan Taylor,Indianapolis Colts,nfl.p.32711,RB,11,156.40,423.l.129200
423.p.40029,40029,Bryce Young,Carolina Panthers,nfl.p.40029,QB,7,156.38,423.l.129200
423.p.28227,28227,Cairo Santos,Chicago Bears,nfl.p.28227,K,13,156.00,423.l.129200
423.p.34659,34659,Rashid Shaheed,New Orleans Saints,nfl.p.34659,WR,11,155.60,423.l.129200
423.p.100007,100007,Denver,Denver Broncos,nfl.p.100007,DEF,9,155.50,423.l.129200
423.p.31977,31977,Matt Gay,Indianapolis Colts,nfl.p.31977,K,11,155.00,423.l.129200
423.p.100008,100008,Detroit,Detroit Lions,nfl.p.100008,DEF,9,154.50,423.l.129200
423.p.30266,30266,Jake Elliott,Philadelphia Eagles,nfl.p.30266,K,10,154.00,423.l.129200
423.p.40119,40119,Tyjae Spears,Tennessee Titans,nfl.p.40119,RB,7,153.80,423.l.129200
423.p.100004,100004,Cincinnati,Cincinnati Bengals,nfl.p.100004,DEF,7,153.50,423.l.129200
423.p.31898,31898,Diontae Johnson,Carolina Panthers,nfl.p.31898,WR,7,152.70,423.l.129200
423.p.30346,30346,Harrison Butker,Kansas City Chiefs,nfl.p.30346,K,10,152.00,423.l.129200
423.p.100010,100010,Tennessee,Tennessee Titans,nfl.p.100010,DEF,7,151.00,423.l.129200
423.p.34344,34344,Cameron Dicker,Los Angeles Chargers,nfl.p.34344,K,5,151.00,423.l.129200
423.p.32003,32003,Darius Slayton,New York Giants,nfl.p.32003,WR,13,151.00,423.l.129200
423.p.100017,100017,New England,New England Patriots,nfl.p.100017,DEF,11,151.00,423.l.129200
423.p.31107,31107,Dalton Schultz,Houston Texans,nfl.p.31107,TE,7,150.50,423.l.129200
423.p.40048,40048,Dalton Kincaid,Buffalo Bills,nfl.p.40048,TE,13,150.30,423.l.129200
423.p.31017,31017,Christian Kirk,Jacksonville Jaguars,nfl.p.31017,WR,9,150.26,423.l.129200
423.p.40041,40041,Jaxon Smith-Njigba,Seattle Seahawks,nfl.p.40041,WR,5,149.80,423.l.129200
423.p.25812,25812,Kirk Cousins,Atlanta Falcons,nfl.p.25812,QB,11,149.74,423.l.129200
423.p.40296,40296,Blake Grupe,New Orleans Saints,nfl.p.40296,K,11,148.00,423.l.129200
423.p.100001,100001,Atlanta,Atlanta Falcons,nfl.p.100001,DEF,11,147.50,423.l.129200
423.p.32671,32671,Joe Burrow,Cincinnati Bengals,nfl.p.32671,QB,7,147.16,423.l.129200
423.p.26800,26800,Dustin Hopkins,Cleveland Browns,nfl.p.26800,K,5,147.00,423.l.129200
423.p.31833,31833,Kyler Murray,Arizona Cardinals,nfl.p.31833,QB,14,146.36,423.l.129200
423.p.27120,27120,Brandon McManus,Jacksonville Jaguars,nfl.p.27120,K,9,146.00,423.l.129200
423.p.33508,33508,Rhamondre Stevenson,New England Patriots,nfl.p.33508,RB,11,145.70,423.l.129200
423.p.31199,31199,Jason Sanders,Miami Dolphins,nfl.p.31199,K,10,145.00,423.l.129200
423.p.29288,29288,Tyler Boyd,Tennessee Titans,nfl.p.29288,WR,7,144.80,423.l.129200
423.p.32138,32138,Jake Browning,Cincinnati Bengals,nfl.p.32138,QB,7,144.44,423.l.129200
423.p.30614,30614,Taysom Hill,New Orleans Saints,nfl.p.30614,TE,11,143.52,423.l.129200
423.p.32685,32685,Jerry Jeudy,Cleveland Browns,nfl.p.32685,WR,5,141.80,423.l.129200
423.p.100021,100021,Philadelphia,Philadelphia Eagles,nfl.p.100021,DEF,10,141.50,423.l.129200
423.p.25881,25881,Greg Zuerlein,New York Jets,nfl.p.25881,K,7,141.00,423.l.129200
423.p.33537,33537,Evan McPherson,Cincinnati Bengals,nfl.p.33537,K,7,140.00,423.l.129200
423.p.34107,34107,Tyler Allgeier,Atlanta Falcons,nfl.p.34107,RB,11,137.60,423.l.129200
423.p.32703,32703,Tee Higgins,Cincinnati Bengals,nfl.p.32703,WR,7,137.60,423.l.129200
423.p.33392,33392,Kyle Pitts,Atlanta Falcons,nfl.p.33392,TE,11,137.30,423.l.129200
423.p.30426,30426,Younghoe Koo,Atlanta Falcons,nfl.p.30426,K,11,137.00,423.l.129200
423.p.31019,31019,Dallas Goedert,Philadelphia Eagles,nfl.p.31019,TE,10,136.30,423.l.129200
423.p.32417,32417,Chase McLaughlin,Tampa Bay Buccaneers,nfl.p.32417,K,5,136.00,423.l.129200
423.p.31056,31056,Mark Andrews,Baltimore Ravens,nfl.p.31056,TE,13,135.40,423.l.129200
423.p.30295,30295,Aaron Jones,Minnesota Vikings,nfl.p.30295,RB,13,134.90,423.l.129200
423.p.31857,31857,Hollywood Brown,Kansas City Chiefs,nfl.p.31857,WR,10,134.70,423.l.129200
423.p.33998,33998,Wan'Dale Robinson,New York Giants,nfl.p.33998,WR,13,133.20,423.l.129200
423.p.31934,31934,Alexander Mattison,Las Vegas Raiders,nfl.p.31934,RB,13,133.20,423.l.129200
423.p.33422,33422,Elijah Moore,Cleveland Browns,nfl.p.33422,WR,5,132.10,423.l.129200
423.p.28188,28188,Chris Boswell,Pittsburgh Steelers,nfl.p.28188,K,6,132.00,423.l.129200
423.p.32858,32858,Tyler Bass,Buffalo Bills,nfl.p.32858,K,13,131.00,423.l.129200
423.p.8432,8432,Nick Folk,Tennessee Titans,nfl.p.8432,K,7,129.00,423.l.129200
423.p.40129,40129,Jake Moody,San Francisco 49ers,nfl.p.40129,K,9,129.00,423.l.129200
423.p.30230,30230,Josh Reynolds,Denver Broncos,nfl.p.30230,WR,9,128.80,423.l.129200
423.p.100014,100014,Los Angeles,Los Angeles Rams,nfl.p.100014,DEF,10,128.50,423.l.129200
423.p.8565,8565,Matt Prater,Arizona Cardinals,nfl.p.8565,K,14,128.00,423.l.129200
423.p.32736,32736,Antonio Gibson,New England Patriots,nfl.p.32736,RB,11,127.40,423.l.129200
423.p.27648,27648,Logan Thomas,San Francisco 49ers,nfl.p.27648,TE,9,126.80,423.l.129200
423.p.29754,29754,Wil Lutz,Denver Broncos,nfl.p.29754,K,9,126.00,423.l.129200
423.p.40138,40138,Aidan O'Connell,Las Vegas Raiders,nfl.p.40138,QB,13,125.82,423.l.129200
423.p.33971,33971,Jahan Dotson,Washington Commanders,nfl.p.33971,WR,14,124.80,423.l.129200
423.p.30213,30213,Jonnu Smith,Miami Dolphins,nfl.p.30213,TE,10,124.20,423.l.129200
423.p.31127,31127,Tyler Conklin,New York Jets,nfl.p.31127,TE,7,123.10,423.l.129200
423.p.30227,30227,Samaje Perine,Denver Broncos,nfl.p.30227,RB,9,121.30,423.l.129200
423.p.32846,32846,K.J. Osborn,New England Patriots,nfl.p.32846,WR,11,120.00,423.l.129200
423.p.31137,31137,Daniel Carlson,Las Vegas Raiders,nfl.p.31137,K,13,120.00,423.l.129200
423.p.40214,40214,Anders Carlson,Green Bay Packers,nfl.p.40214,K,6,120.00,423.l.129200
423.p.33390,33390,Zach Wilson,Denver Broncos,nfl.p.33390,QB,9,119.94,423.l.129200
423.p.29269,29269,Hunter Henry,New England Patriots,nfl.p.29269,TE,11,119.90,423.l.129200
423.p.40201,40201,Dontayvion Wicks,Green Bay Packers,nfl.p.40201,WR,6,119.76,423.l.129200
423.p.30199,30199,Kareem Hunt,Cleveland Browns,nfl.p.30199,RB,5,118.50,423.l.129200
423.p.32732,32732,AJ Dillon,Green Bay Packers,nfl.p.32732,RB,6,117.60,423.l.129200
423.p.31538,31538,Greg Joseph,Green Bay Packers,nfl.p.31538,K,6,117.00,423.l.129200
423.p.34062,34062,Cade Otton,Tampa Bay Buccaneers,nfl.p.34062,TE,5,116.50,423.l.129200
423.p.31031,31031,DJ Chark,Los Angeles Chargers,nfl.p.31031,WR,5,115.50,423.l.129200
423.p.40121,40121,Michael Wilson,Arizona Cardinals,nfl.p.40121,WR,14,114.50,423.l.129200
423.p.34099,34099,Chigoziem Okonkwo,Tennessee Titans,nfl.p.34099,TE,7,113.40,423.l.129200
423.p.28592,28592,Darren Waller,New York Giants,nfl.p.28592,TE,13,113.20,423.l.129200
423.p.34104,34104,Khalil Shakir,Buffalo Bills,nfl.p.34104,WR,13,113.10,423.l.129200
423.p.29792,29792,Ka'imi Fairbairn,Houston Texans,nfl.p.29792,K,7,113.00,423.l.129200
423.p.33605,33605,Khalil Herbert,Chicago Bears,nfl.p.33605,RB,13,112.50,423.l.129200
423.p.33445,33445,Tutu Atwell,Los Angeles Rams,nfl.p.33445,WR,10,112.40,423.l.129200
423.p.30157,30157,Gerald Everett,Chicago Bears,nfl.p.30157,TE,13,111.10,423.l.129200
423.p.100029,100029,Carolina,Carolina Panthers,nfl.p.100029,DEF,7,110.50,423.l.129200
423.p.33975,33975,Kenny Pickett,Philadelphia Eagles,nfl.p.33975,QB,10,110.20,423.l.129200
423.p.31945,31945,Justice Hill,Baltimore Ravens,nfl.p.31945,RB,13,109.30,423.l.129200
423.p.29344,29344,Tyler Higbee,Los Angeles Rams,nfl.p.29344,TE,10,108.50,423.l.129200
423.p.27540,27540,Odell Beckham Jr.,Miami Dolphins,nfl.p.27540,WR,10,107.50,423.l.129200
423.p.40222,40222,DeMario Douglas,New England Patriots,nfl.p.40222,WR,11,107.20,423.l.129200
423.p.33465,33465,Joshua Palmer,Los Angeles Chargers,nfl.p.33465,WR,5,106.70,423.l.129200
423.p.33403,33403,Mac Jones,Jacksonville Jaguars,nfl.p.33403,QB,9,106.40,423.l.129200
423.p.40075,40075,Zach Charbonnet,Seattle Seahawks,nfl.p.40075,RB,5,106.10,423.l.129200
423.p.31482,31482,Eddy Pineiro,Carolina Panthers,nfl.p.31482,K,7,106.00,423.l.129200
423.p.40696,40696,Jaleel McLaughlin,Denver Broncos,nfl.p.40696,RB,9,106.00,423.l.129200
423.p.33437,33437,Rondale Moore,Atlanta Falcons,nfl.p.33437,WR,11,105.00,423.l.129200
423.p.100022,100022,Arizona,Arizona Cardinals,nfl.p.100022,DEF,14,104.00,423.l.129200
423.p.40162,40162,Roschon Johnson,Chicago Bears,nfl.p.40162,RB,13,102.10,423.l.129200
423.p.40068,40068,Will Levis,Tennessee Titans,nfl.p.40068,QB,7,102.02,423.l.129200
423.p.30352,30352,Noah Brown,Houston Texans,nfl.p.30352,WR,7,101.60,423.l.129200
423.p.33989,33989,Christian Watson,Green Bay Packers,nfl.p.33989,WR,6,101.30,423.l.129200
423.p.34095,34095,Isaiah Likely,Baltimore Ravens,nfl.p.34095,TE,13,101.10,423.l.129200
423.p.34125,34125,Ty Chandler,Minnesota Vikings,nfl.p.34125,RB,13,101.00,423.l.129200
423.p.8795,8795,Joe Flacco,Indianapolis Colts,nfl.p.8795,QB,11,100.84,423.l.129200
423.p.30551,30551,Kendrick Bourne,New England Patriots,nfl.p.30551,WR,11,100.00,423.l.129200
423.p.100028,100028,Washington,Washington Commanders,nfl.p.100028,DEF,14,99.00,423.l.129200
423.p.32384,32384,Joey Slye,New England Patriots,nfl.p.32384,K,11,98.00,423.l.129200
423.p.33113,33113,Juwan Johnson,New Orleans Saints,nfl.p.33113,TE,11,97.80,423.l.129200
423.p.29631,29631,Kalif Raymond,Detroit Lions,nfl.p.29631,WR,9,97.40,423.l.129200
423.p.33538,33538,Kenneth Gainwell,Philadelphia Eagles,nfl.p.33538,RB,10,97.38,423.l.129200
423.p.28408,28408,Nelson Agholor,Baltimore Ravens,nfl.p.28408,WR,13,97.10,423.l.129200
423.p.40223,40223,Trey Palmer,Tampa Bay Buccaneers,nfl.p.40223,WR,5,95.70,423.l.129200
423.p.34008,34008,Alec Pierce,Indianapolis Colts,nfl.p.34008,WR,11,95.40,423.l.129200
423.p.40051,40051,Quentin Johnston,Los Angeles Chargers,nfl.p.40051,WR,5,94.00,423.l.129200
423.p.40533,40533,Tommy DeVito,New York Giants,nfl.p.40533,QB,13,93.54,423.l.129200
423.p.33100,33100,Rico Dowdle,Dallas Cowboys,nfl.p.33100,RB,7,91.50,423.l.129200
423.p.30202,30202,D'Onta Foreman,Cleveland Browns,nfl.p.30202,RB,5,91.20,423.l.129200
423.p.29281,29281,Michael Thomas,New Orleans Saints,nfl.p.29281,WR,11,89.80,423.l.129200
423.p.26664,26664,Robert Woods,Houston Texans,nfl.p.26664,WR,7,89.30,423.l.129200
423.p.33781,33781,Riley Patterson,Jacksonville Jaguars,nfl.p.33781,K,9,89.00,423.l.129200
423.p.31114,31114,Justin Watson,Kansas City Chiefs,nfl.p.31114,WR,10,89.00,423.l.129200
423.p.31051,31051,Michael Gallup,Las Vegas Raiders,nfl.p.31051,WR,13,87.80,423.l.129200
423.p.31885,31885,Miles Sanders,Carolina Panthers,nfl.p.31885,RB,7,87.60,423.l.129200
423.p.29360,29360,Demarcus Robinson,Los Angeles Rams,nfl.p.29360,WR,10,87.40,423.l.129200
423.p.24967,24967,Tyrod Taylor,New York Jets,nfl.p.24967,QB,7,87.34,423.l.129200
423.p.30125,30125,Deshaun Watson,Cleveland Browns,nfl.p.30125,QB,5,86.80,423.l.129200
423.p.33348,33348,Nick Westbrook-Ikhine,Tennessee Titans,nfl.p.33348,WR,7,85.00,423.l.129200
423.p.40073,40073,Jonathan Mingo,Carolina Panthers,nfl.p.40073,WR,7,84.80,423.l.129200
423.p.27624,27624,Jerick McKinnon,Kansas City Chiefs,nfl.p.27624,RB,10,84.36,423.l.129200
423.p.26804,26804,Latavius Murray,Buffalo Bills,nfl.p.26804,RB,13,82.90,423.l.129200
423.p.34063,34063,Dameon Pierce,Houston Texans,nfl.p.34063,RB,7,82.70,423.l.129200
423.p.33967,33967,Jameson Williams,Detroit Lions,nfl.p.33967,WR,9,80.30,423.l.129200
423.p.31257,31257,Tanner Hudson,Cincinnati Bengals,nfl.p.31257,TE,7,80.20,423.l.129200
423.p.25718,25718,Ryan Tannehill,Tennessee Titans,nfl.p.25718,QB,7,80.04,423.l.129200
423.p.32456,32456,Donald Parham Jr.,Los Angeles Chargers,nfl.p.32456,TE,5,79.50,423.l.129200
423.p.32843,32843,Darnell Mooney,Atlanta Falcons,nfl.p.32843,WR,11,78.90,423.l.129200
423.p.40102,40102,Tucker Kraft,Green Bay Packers,nfl.p.40102,TE,6,78.50,423.l.129200
423.p.30150,30150,Zay Jones,Arizona Cardinals,nfl.p.30150,WR,14,78.10,423.l.129200
423.p.40159,40159,Chad Ryland,New England Patriots,nfl.p.40159,K,11,78.00,423.l.129200
423.p.33443,33443,Pat Freiermuth,Pittsburgh Steelers,nfl.p.33443,TE,6,76.80,423.l.129200
423.p.33415,33415,Rashod Bateman,Baltimore Ravens,nfl.p.33415,WR,13,76.50,423.l.129200
423.p.40074,40074,Luke Musgrave,Green Bay Packers,nfl.p.40074,TE,6,75.20,423.l.129200
423.p.27369,27369,Brett Maher,Los Angeles Rams,nfl.p.27369,K,10,75.00,423.l.129200
423.p.34078,34078,Zamir White,Las Vegas Raiders,nfl.p.34078,RB,13,73.90,423.l.129200
423.p.31852,31852,Noah Fant,Seattle Seahawks,nfl.p.31852,TE,5,73.40,423.l.129200
423.p.34571,34571,Brandon Johnson,Denver Broncos,nfl.p.34571,WR,9,73.40,423.l.129200
423.p.40430,40430,Emari Demercado,Arizona Cardinals,nfl.p.40430,RB,14,73.30,423.l.129200
423.p.33515,33515,Kylen Granson,Indianapolis Colts,nfl.p.33515,TE,11,73.00,423.l.129200
423.p.40040,40040,Anthony Richardson,Indianapolis Colts,nfl.p.40040,QB,11,72.68,423.l.129200
423.p.28402,28402,DeVante Parker,New England Patriots,nfl.p.28402,WR,11,72.40,423.l.129200
423.p.40114,40114,Tre Tucker,Las Vegas Raiders,nfl.p.40114,WR,13,71.80,423.l.129200
423.p.31093,31093,Durham Smythe,Miami Dolphins,nfl.p.31093,TE,10,71.60,423.l.129200
423.p.40065,40065,Michael Mayer,Las Vegas Raiders,nfl.p.40065,TE,13,71.40,423.l.129200
423.p.40090,40090,Marvin Mims Jr.,Denver Broncos,nfl.p.40090,WR,9,70.70,423.l.129200
423.p.33550,33550,Noah Gray,Kansas City Chiefs,nfl.p.33550,TE,10,70.60,423.l.129200
423.p.32702,32702,Clyde Edwards-Helaire,Kansas City Chiefs,nfl.p.32702,RB,10,70.10,423.l.129200
423.p.40641,40641,Keaton Mitchell,Baltimore Ravens,nfl.p.40641,RB,13,69.90,423.l.129200
423.p.31178,31178,Cedrick Wilson Jr.,New Orleans Saints,nfl.p.31178,WR,11,69.60,423.l.129200
423.p.34093,34093,Bailey Zappe,New England Patriots,nfl.p.34093,QB,11,69.18,423.l.129200
423.p.29341,29341,Chris Moore,Arizona Cardinals,nfl.p.29341,WR,14,68.30,423.l.129200
423.p.31998,31998,Easton Stick,Los Angeles Chargers,nfl.p.31998,QB,5,67.56,423.l.129200
423.p.31641,31641,Brandon Powell,Minnesota Vikings,nfl.p.31641,WR,13,67.10,423.l.129200
423.p.34720,34720,Lucas Havrisik,Los Angeles Rams,nfl.p.34720,K,10,67.00,423.l.129200
423.p.30563,30563,Nick Mullens,Minnesota Vikings,nfl.p.30563,QB,13,66.74,423.l.129200
423.p.28839,28839,Taylor Heinicke,Atlanta Falcons,nfl.p.28839,QB,11,66.00,423.l.129200
423.p.31012,31012,Mike Gesicki,Cincinnati Bengals,nfl.p.31012,TE,7,65.40,423.l.129200
423.p.32523,32523,Greg Dortch,Arizona Cardinals,nfl.p.32523,WR,14,64.50,423.l.129200
423.p.27590,27590,Jimmy Garoppolo,Los Angeles Rams,nfl.p.27590,QB,10,64.10,423.l.129200
423.p.32438,32438,Trenton Irwin,Cincinnati Bengals,nfl.p.32438,WR,7,62.60,423.l.129200
423.p.27589,27589,Allen Robinson II,New York Giants,nfl.p.27589,WR,13,62.00,423.l.129200
423.p.32782,32782,Joshua Kelley,Los Angeles Chargers,nfl.p.32782,RB,5,61.70,423.l.129200
423.p.32803,32803,Colby Parkinson,Los Angeles Rams,nfl.p.32803,TE,10,61.70,423.l.129200
423.p.30175,30175,JuJu Smith-Schuster,New England Patriots,nfl.p.30175,WR,11,61.00,423.l.129200
423.p.30247,30247,Jamaal Williams,New Orleans Saints,nfl.p.30247,RB,11,60.80,423.l.129200
423.p.40242,40242,A.T. Perry,New Orleans Saints,nfl.p.40242,WR,11,60.60,423.l.129200
423.p.32775,32775,Adam Trautman,Denver Broncos,nfl.p.32775,TE,9,60.40,423.l.129200
423.p.33471,33471,Tommy Tremble,Carolina Panthers,nfl.p.33471,TE,7,60.40,423.l.129200
423.p.40128,40128,Jalin Hyatt,New York Giants,nfl.p.40128,WR,13,60.30,423.l.129200
423.p.31268,31268,Allen Lazard,New York Jets,nfl.p.31268,WR,7,60.10,423.l.129200
423.p.32877,32877,Isaiah Hodgins,New York Giants,nfl.p.32877,WR,13,60.00,423.l.129200
423.p.34709,34709,KaVontae Turpin,Dallas Cowboys,nfl.p.34709,WR,7,59.70,423.l.129200
423.p.33495,33495,Michael Carter,Arizona Cardinals,nfl.p.33495,RB,14,58.80,423.l.129200
423.p.34044,34044,Jalen Tolbert,Dallas Cowboys,nfl.p.34044,WR,7,58.80,423.l.129200
423.p.40548,40548,Xavier Gipson,New York Jets,nfl.p.40548,WR,7,58.70,423.l.129200
423.p.31180,31180,Braxton Berrios,Miami Dolphins,nfl.p.31180,WR,10,57.90,423.l.129200
423.p.31838,31838,Daniel Jones,New York Giants,nfl.p.31838,QB,13,56.96,423.l.129200
423.p.40452,40452,Jake Bobo,Seattle Seahawks,nfl.p.40452,WR,5,56.90,423.l.129200
423.p.31144,31144,Marquez Valdes-Scantling,Buffalo Bills,nfl.p.31144,WR,13,56.50,423.l.129200
423.p.31928,31928,Dawson Knox,Buffalo Bills,nfl.p.31928,TE,13,54.60,423.l.129200
423.p.34009,34009,Skyy Moore,Kansas City Chiefs,nfl.p.34009,WR,10,53.70,423.l.129200
423.p.40196,40196,Chase Brown,Cincinnati Bengals,nfl.p.40196,RB,7,53.50,423.l.129200
423.p.31901,31901,Josh Oliver,Minnesota Vikings,nfl.p.31901,TE,13,53.30,423.l.129200
423.p.40504,40504,Tyson Bagent,Chicago Bears,nfl.p.40504,QB,13,53.26,423.l.129200
423.p.33408,33408,Kadarius Toney,Kansas City Chiefs,nfl.p.33408,WR,10,53.00,423.l.129200
423.p.34094,34094,Calvin Austin III,Pittsburgh Steelers,nfl.p.34094,WR,6,52.70,423.l.129200
423.p.26658,26658,Zach Ertz,Washington Commanders,nfl.p.26658,TE,14,51.70,423.l.129200
423.p.32887,32887,Jauan Jennings,San Francisco 49ers,nfl.p.32887,WR,9,51.50,423.l.129200
423.p.33535,33535,Brevin Jordan,Houston Texans,nfl.p.33535,TE,7,50.90,423.l.129200
423.p.40211,40211,Andrei Iosivas,Cincinnati Bengals,nfl.p.40211,WR,7,50.60,423.l.129200
423.p.34068,34068,Daniel Bellinger,New York Giants,nfl.p.34068,TE,13,50.50,423.l.129200
423.p.31884,31884,Drew Sample,Cincinnati Bengals,nfl.p.31884,TE,7,50.30,423.l.129200
423.p.30120,30120,Mike Williams,New York Jets,nfl.p.30120,WR,7,50.20,423.l.129200
423.p.30112,30112,Mo Alie-Cox,Indianapolis Colts,nfl.p.30112,TE,11,49.10,423.l.129200
423.p.34055,34055,David Bell,Cleveland Browns,nfl.p.34055,WR,5,48.70,423.l.129200
423.p.30115,30115,Mitchell Trubisky,Buffalo Bills,nfl.p.30115,QB,13,48.68,423.l.129200
423.p.31981,31981,Hunter Renfrow,Las Vegas Raiders,nfl.p.31981,WR,13,48.50,423.l.129200
423.p.29315,29315,Austin Hooper,New England Patriots,nfl.p.29315,TE,11,48.40,423.l.129200
423.p.9526,9526,Graham Gano,New York Giants,nfl.p.9526,K,13,48.00,423.l.129200
423.p.33582,33582,Elijah Mitchell,San Francisco 49ers,nfl.p.33582,RB,9,47.50,423.l.129200
423.p.32494,32494,Lil'Jordan Humphrey,Denver Broncos,nfl.p.32494,WR,9,47.20,423.l.129200
423.p.30552,30552,Matt Breida,New York Giants,nfl.p.30552,RB,13,46.90,423.l.129200
423.p.32722,32722,Cam Akers,Minnesota Vikings,nfl.p.32722,RB,13,46.70,423.l.129200
423.p.31969,31969,Foster Moreau,New Orleans Saints,nfl.p.31969,TE,11,46.30,423.l.129200
423.p.31041,31041,Royce Freeman,Dallas Cowboys,nfl.p.31041,RB,7,46.20,423.l.129200
423.p.34185,34185,Bo Melton,Green Bay Packers,nfl.p.34185,WR,6,45.90,423.l.129200
423.p.29703,29703,Alex Erickson,Los Angeles Chargers,nfl.p.29703,WR,5,45.20,423.l.129200
423.p.34320,34320,Jordan Mason,San Francisco 49ers,nfl.p.34320,RB,9,44.70,423.l.129200
423.p.40093,40093,Cedric Tillman,Cleveland Browns,nfl.p.40093,WR,5,44.20,423.l.129200
423.p.31902,31902,Darrell Henderson Jr.,Los Angeles Rams,nfl.p.31902,RB,10,43.50,423.l.129200
423.p.40108,40108,Kendre Miller,New Orleans Saints,nfl.p.40108,RB,11,43.30,423.l.129200
423.p.30231,30231,Mack Hollins,Buffalo Bills,nfl.p.30231,WR,13,43.10,423.l.129200
423.p.33265,33265,Salvon Ahmed,Miami Dolphins,nfl.p.33265,RB,10,42.90,423.l.129200
423.p.34083,34083,Pierre Strong Jr.,Cleveland Browns,nfl.p.34083,RB,5,42.80,423.l.129200
