pick,round,team_key,player_key
48,4,423.l.129200.t.8,423.p.30295
49,5,423.l.129200.t.8,423.p.33412
50,5,423.l.129200.t.12,423.p.40059
51,5,423.l.129200.t.2,423.p.25785
52,5,423.l.129200.t.3,423.p.26650
53,5,423.l.129200.t.5,423.p.31840
54,5,423.l.129200.t.10,423.p.34047
55,5,423.l.129200.t.9,423.p.31885
56,5,423.l.129200.t.7,423.p.31934
57,5,423.l.129200.t.11,423.p.31833
58,5,423.l.129200.t.4,423.p.26699
59,5,423.l.129200.t.1,423.p.33989
60,5,423.l.129200.t.6,423.p.33392
61,6,423.l.129200.t.6,423.p.33996
62,6,423.l.129200.t.1,423.p.28392
63,6,423.l.129200.t.4,423.p.30180
64,6,423.l.129200.t.11,423.p.34207
65,6,423.l.129200.t.7,423.p.33508
66,6,423.l.129200.t.9,423.p.30154
67,6,423.l.129200.t.10,423.p.27564
68,6,423.l.129200.t.5,423.p.27590
69,6,423.l.129200.t.3,423.p.40029
70,6,423.l.129200.t.2,423.p.31908
71,6,423.l.129200.t.12,423.p.40097
72,6,423.l.129200.t.8,423.p.32725
73,7,423.l.129200.t.8,423.p.30142
74,7,423.l.129200.t.12,423.p.33971
75,7,423.l.129200.t.2,423.p.31019
76,7,423.l.129200.t.3,423.p.30120
77,7,423.l.129200.t.5,423.p.31017
78,7,423.l.129200.t.10,423.p.30218
79,7,423.l.129200.t.9,423.p.32722
80,7,423.l.129200.t.7,423.p.31868
81,7,423.l.129200.t.11,423.p.33963
82,7,423.l.129200.t.4,423.p.30994
83,7,423.l.129200.t.1,423.p.30227
84,7,423.l.129200.t.6,423.p.31898
85,8,423.l.129200.t.6,423.p.33975
86,8,423.l.129200.t.1,423.p.34009
87,8,423.l.129200.t.4,423.p.33423
88,8,423.l.129200.t.11,423.p.32695
89,8,423.l.129200.t.7,423.p.32705
90,8,423.l.129200.t.9,423.p.33443
91,8,423.l.129200.t.10,423.p.29344
92,8,423.l.129200.t.5,423.p.31905
93,8,423.l.129200.t.3,423.p.9265
94,8,423.l.129200.t.2,423.p.33605
95,8,423.l.129200.t.12,423.p.32696
96,8,423.l.129200.t.8,423.p.28457
97,9,423.l.129200.t.8,423.p.30136
98,9,423.l.129200.t.12,423.p.34054
99,9,423.l.129200.t.2,423.p.34447
100,9,423.l.129200.t.3,423.p.32736
101,9,423.l.129200.t.5,423.p.40048
102,9,423.l.129200.t.10,423.p.32732
103,9,423.l.129200.t.9,423.p.33389
104,9,423.l.129200.t.7,423.p.40030
105,9,423.l.129200.t.11,423.p.31010
106,9,423.l.129200.t.4,423.p.34218
107,9,423.l.129200.t.1,423.p.40042
108,9,423.l.129200.t.6,423.p.27624
109,10,423.l.129200.t.6,423.p.32798
110,10,423.l.129200.t.1,423.p.34099
111,10,423.l.129200.t.4,423.p.30197
112,10,423.l.129200.t.11,423.p.34030
113,10,423.l.129200.t.7,423.p.34007
114,10,423.l.129200.t.9,423.p.27535
115,10,423.l.129200.t.10,423.p.31857
116,10,423.l.129200.t.5,423.p.33399
117,10,423.l.129200.t.3,423.p.30247
118,10,423.l.129200.t.2,423.p.40041
119,10,423.l.129200.t.12,423.p.40075
120,10,423.l.129200.t.8,423.p.31268
121,11,423.l.129200.t.8,423.p.32675
122,11,423.l.129200.t.12,423.p.29238
123,11,423.l.129200.t.2,423.p.32713
124,11,423.l.129200.t.3,423.p.32685
125,11,423.l.129200.t.5,423.p.29281
126,11,423.l.129200.t.10,423.p.40051
127,11,423.l.129200.t.9,423.p.34100
128,11,423.l.129200.t.7,423.p.40240
129,11,423.l.129200.t.11,423.p.100025
130,11,423.l.129200.t.4,423.p.31928
131,11,423.l.129200.t.1,423.p.33403
132,11,423.l.129200.t.6,423.p.27540
133,12,423.l.129200.t.6,423.p.30997
134,12,423.l.129200.t.1,423.p.29269
135,12,423.l.129200.t.4,423.p.32704
136,12,423.l.129200.t.11,423.p.30346
137,12,423.l.129200.t.7,423.p.27548
138,12,423.l.129200.t.9,423.p.30150
139,12,423.l.129200.t.10,423.p.26658
140,12,423.l.129200.t.5,423.p.31144
141,12,423.l.129200.t.3,423.p.25718
142,12,423.l.129200.t.2,423.p.33973
143,12,423.l.129200.t.12,423.p.27277
144,12,423.l.129200.t.8,423.p.40039
145,13,423.l.129200.t.8,423.p.100006
146,13,423.l.129200.t.12,423.p.33477
147,13,423.l.129200.t.2,423.p.40162
148,13,423.l.129200.t.3,423.p.40064
149,13,423.l.129200.t.5,423.p.33538
150,13,423.l.129200.t.10,423.p.32231
151,13,423.l.129200.t.9,423.p.31394
152,13,423.l.129200.t.7,423.p.34088
153,13,423.l.129200.t.11,423.p.29288
154,13,423.l.129200.t.4,423.p.30157
155,13,423.l.129200.t.1,423.p.31031
156,13,423.l.129200.t.6,423.p.100021
157,14,423.l.129200.t.6,423.p.31977
158,14,423.l.129200.t.1,423.p.34125
159,14,423.l.129200.t.4,423.p.30175
160,14,423.l.129200.t.11,423.p.31107
161,14,423.l.129200.t.7,423.p.40074
162,14,423.l.129200.t.9,423.p.31882
163,14,423.l.129200.t.10,423.p.28654
164,14,423.l.129200.t.5,423.p.100020
165,14,423.l.129200.t.3,423.p.40118
166,14,423.l.129200.t.2,423.p.34107
167,14,423.l.129200.t.12,423.p.100011
168,14,423.l.129200.t.8,423.p.34019
169,15,423.l.129200.t.8,423.p.26534
170,15,423.l.129200.t.12,423.p.31137
171,15,423.l.129200.t.2,423.p.100017
172,15,423.l.129200.t.3,423.p.100024
173,15,423.l.129200.t.5,423.p.33582
174,15,423.l.129200.t.10,423.p.100003
175,15,423.l.129200.t.9,423.p.100029
176,15,423.l.129200.t.7,423.p.100018
177,15,423.l.129200.t.11,423.p.100002
178,15,423.l.129200.t.4,423.p.30971
179,15,423.l.129200.t.1,423.p.100012
180,15,423.l.129200.t.6,423.p.33415
181,16,423.l.129200.t.6,423.p.34036
182,16,423.l.129200.t.1,423.p.30426
183,16,423.l.129200.t.4,423.p.100015
184,16,423.l.129200.t.11,423.p.33113
185,16,423.l.129200.t.7,423.p.32858
186,16,423.l.129200.t.9,423.p.29792
187,16,423.l.129200.t.10,423.p.30266
188,16,423.l.129200.t.5,423.p.33537
189,16,423.l.129200.t.3,423.p.31199
190,16,423.l.129200.t.2,423.p.33967
191,16,423.l.129200.t.12,423.p.40073
192,16,423.l.129200.t.8,423.p.31051
